BTC_PRICE,COUNT,MEAN,MEDIAN,SUM
6838.75,1900,0.22,0.25,417.5
6840.24,1427,0.31,0.33,437.58
6856.37,1520,0.28,0.29,431.44
6842.4,1563,0.29,0.29,447.63
6867.24,1776,0.29,0.3,510.31
6922.14,2068,0.29,0.32,599.16
6931,1908,0.26,0.29,490.15
6982,2831,0.26,0.29,723.21
7037.41,2208,0.26,0.32,575.41
7159.19,2102,0.26,0.3,546.66
7125.93,2233,0.28,0.33,623.49
7121.46,2116,0.26,0.29,557.52
7138.39,1843,0.26,0.3,480.85
7124.6,1903,0.24,0.28,460.98
7130.01,1794,0.24,0.27,424.27
7043.53,1584,0.24,0.28,380.87
6908.13,1702,0.19,0.26,316.93
6729.36,1806,0.15,0.15,275
6698.39,1327,0.2,0.24,261.11
6729.06,1655,0.28,0.31,459.1
6689.48,1314,0.27,0.29,353.87
6698.93,1345,0.26,0.27,347.57
6704.58,1281,0.25,0.26,315.36
6745,1713,0.3,0.35,519.65
6707.6,1663,0.26,0.26,425.55
6715.65,1696,0.26,0.27,441.1
6694.63,2343,0.27,0.27,626.6
6733.84,2293,0.29,0.29,658.46
6797.15,2379,0.31,0.38,743.66
6702.04,2717,0.28,0.35,762.45
6624.4,2756,0.22,0.24,612.12
6737.65,2453,0.25,0.26,621.77
6782.36,2708,0.29,0.35,788.35
6769.04,2415,0.26,0.31,637.2
6765,2253,0.23,0.25,517.3
6764.6,2071,0.2,0.18,422.37
6795.11,2017,0.23,0.25,467.19
6827.27,2142,0.2,0.18,422.31
6844.53,1720,0.23,0.24,394.53
6893.15,1628,0.22,0.21,362.3
6861.25,1429,0.24,0.21,336.18
6847.58,1751,0.26,0.26,463.69
6866.24,1373,0.3,0.32,414.5
6865.69,1539,0.28,0.26,427.37
6897.64,1658,0.29,0.27,476.33
6898.96,1654,0.29,0.33,478.34
6897.38,1660,0.28,0.29,456.92
6885.4,1965,0.31,0.38,602.63
6837.2,2052,0.28,0.31,570.31
6795.39,3277,0.25,0.17,809.59
6867.2,2601,0.26,0.2,677.55
6849.06,2607,0.25,0.22,657.45
6844.25,2716,0.26,0.26,705.46
6857.71,3559,0.24,0.24,838.05
6906.86,3029,0.28,0.3,862.39
6902,3123,0.26,0.26,804.99
6920.44,3405,0.31,0.36,1062.94
6964.87,3052,0.31,0.35,945.51
6933.73,2843,0.29,0.31,825.32
6921.31,2600,0.22,0.24,567.15
6927.07,2084,0.24,0.25,490.09
6871.31,2101,0.26,0.26,546.71
6861.31,1770,0.24,0.23,421.59
6884.05,1725,0.25,0.28,434.52
6871.81,1788,0.28,0.31,506.58
6842.61,1419,0.26,0.28,373.94
6884.86,1343,0.22,0.22,289.54
6901.21,1543,0.25,0.25,385.79
6913.59,1620,0.27,0.26,439.05
6901.42,1422,0.26,0.25,363.86
6917.71,1841,0.28,0.26,509.82
6894.62,2030,0.23,0.2,463.94
6872.87,2498,0.22,0.17,541.15
6851.09,2439,0.18,0.17,447.69
6845.01,2466,0.25,0.24,609.93
6787.54,2315,0.24,0.26,563.74
6782.71,2343,0.21,0.18,487.68
6715.66,3048,0.27,0.31,821.1
6734.02,3223,0.28,0.31,896.25
6725.6,3110,0.3,0.35,946.01
6701.46,2839,0.27,0.29,756.6
6737.78,2593,0.26,0.29,682.73
6756.36,2845,0.25,0.27,717.88
6759.49,2402,0.25,0.26,593.39
6733,2339,0.25,0.26,583.64
6752.8,2104,0.22,0.25,470.53
6736.71,1694,0.24,0.25,398.41
6717.02,1822,0.25,0.28,462.87
6624.12,1862,0.25,0.29,458.93
6575.79,1671,0.24,0.26,396.49
6629.78,1581,0.27,0.3,433.73
6645.06,1665,0.28,0.28,460.32
6658,1676,0.23,0.26,381.24
6633.31,1475,0.25,0.29,375.98
6644.12,1788,0.28,0.31,502.12
6693,1701,0.26,0.3,450.38
6885.49,2116,0.27,0.3,567.1
7050.01,2470,0.22,0.23,539.17
7036.28,2331,0.27,0.28,640.37
6967.6,2407,0.24,0.18,583.15
7030.44,2330,0.28,0.29,643.77
7072.4,2500,0.27,0.29,676.4
6988.76,2843,0.26,0.28,743.8
7029.01,2869,0.28,0.28,814.62
7056.52,3117,0.29,0.3,895.88
7013.89,3408,0.35,0.38,1205.42
7014.74,2669,0.25,0.26,657.16
7019.95,2595,0.2,0.2,524.86
7085,2374,0.24,0.26,579.68
7060.88,2093,0.23,0.26,473.29
7078.99,1716,0.23,0.25,392.6
7179.28,1768,0.24,0.25,424.36
7114.79,1485,0.22,0.22,320.07
7076.06,1618,0.24,0.26,390.28
7120.58,1634,0.28,0.28,462.57
7069.89,1477,0.24,0.27,357.25
7091.36,1765,0.23,0.27,414.13
7051.34,1478,0.24,0.27,357.73
7076.11,1590,0.27,0.27,428.59
7059.22,2142,0.27,0.32,583.71
7059.29,2208,0.27,0.32,595.33
7072.5,2218,0.3,0.36,658.34
7112.1,2187,0.28,0.32,619.57
7104.94,2147,0.26,0.29,563.53
7082.39,2380,0.27,0.29,653.43
7108.39,2617,0.27,0.31,707
7077.63,2808,0.24,0.27,675.05
7036.78,2685,0.26,0.26,694.64
7048.54,2930,0.25,0.25,727.36
7069,2648,0.21,0.25,564.03
7049.31,2945,0.23,0.24,682.02
7042.93,2509,0.21,0.23,525.78
7073.96,2228,0.24,0.28,543.66
7058.59,1955,0.24,0.26,477.68
7050.72,1807,0.22,0.24,392.11
7055.78,1625,0.22,0.23,354.92
7037.82,1761,0.23,0.25,412.6
7077.96,1631,0.21,0.21,335.85
7080.86,1363,0.24,0.24,322.94
7096.82,1417,0.26,0.25,366.3
7101.84,1414,0.25,0.25,351.52
7092.86,1413,0.26,0.25,371.85
7111.58,1602,0.27,0.27,437.44
7100.29,1544,0.26,0.25,402.03
7102.52,1818,0.26,0.25,477.37
7096.69,1949,0.29,0.31,568.5
7098.31,2389,0.3,0.35,707.33
7089.38,1825,0.26,0.3,480.56
7120.09,2095,0.27,0.33,563.62
7141,2204,0.26,0.3,576.74
7250.72,2464,0.28,0.28,678.7
7233.91,2894,0.23,0.26,672.07
7243.91,2482,0.26,0.26,645.58
7195.99,2335,0.25,0.27,594.98
7196.5,2098,0.25,0.29,528.61
7199.57,2011,0.21,0.23,418.37
7225.01,1700,0.25,0.26,425.74
7233.96,1735,0.26,0.26,443.04
7229.51,1684,0.22,0.23,368.27
7274.69,1640,0.23,0.24,379.96
7260,1742,0.22,0.26,387.65
7233.36,1341,0.23,0.25,303.81
7236.35,1327,0.22,0.25,294.93
7243.64,1639,0.24,0.26,398.99
7242.03,1849,0.24,0.28,448.79
7233.35,1472,0.21,0.23,309.65
7120.27,1520,0.25,0.24,381.3
7163.93,1347,0.22,0.24,301.6
7155.45,1906,0.21,0.22,391.59
7154.35,1802,0.24,0.23,425.69
7183.61,1913,0.18,0.21,343.9
7176.87,1991,0.25,0.29,490.91
7170,2324,0.28,0.3,641.66
7167.53,2710,0.26,0.33,717.28
7108.32,2158,0.23,0.25,491.55
7116.72,2712,0.25,0.35,690.95
7107.69,2907,0.27,0.29,797.27
7130.73,2907,0.26,0.21,744.82
7170,2891,0.24,0.27,691.66
7156.99,2156,0.23,0.24,493.75
7147.38,2407,0.25,0.28,591.22
7152.04,2070,0.15,0.19,315.08
7205.96,2036,0.21,0.24,424.31
7186.25,2033,0.2,0.23,416.12
7130,1697,0.22,0.25,369.37
7174.01,1640,0.23,0.25,383.29
7169,1493,0.22,0.23,329.02
7185.59,1691,0.28,0.28,473.13
7177.68,1805,0.22,0.25,401.59
7186.71,1767,0.24,0.24,432.74
7186.75,1689,0.26,0.26,431.94
7175.96,1664,0.24,0.25,399.32
7197.01,2145,0.23,0.26,493.18
7162.47,2176,0.24,0.26,514.01
7157.28,2012,0.23,0.25,458.18
7083.86,2214,0.24,0.26,523.26
6977.01,2730,0.2,0.22,537.79
7047.79,2867,0.28,0.3,811.59
7031.53,2529,0.22,0.24,564.35
7079.1,2745,0.26,0.26,727.26
7082.64,2801,0.26,0.29,740.52
7057.78,3506,0.26,0.29,896.69
6880.03,3101,0.18,0.21,565.65
6880.01,3289,0.15,0.18,481.2
6775.01,2583,0.16,0.19,415.1
6867.13,2520,0.15,0.19,390.44
6859.79,2435,0.18,0.2,429.13
6889.76,1927,0.19,0.23,356.76
6840.93,1762,0.2,0.24,345.59
6891.62,1760,0.22,0.23,385.26
6885.98,1572,0.21,0.25,330.85
6856.55,1913,0.19,0.25,361.79
6868.99,1882,0.22,0.26,415.31
6864.39,1992,0.27,0.32,529.77
6897.91,2414,0.24,0.21,570.6
6890.57,2225,0.27,0.28,597.31
6895.44,2645,0.22,0.22,576.33
6875.74,3491,0.37,0.39,1298.68
6832.84,2946,0.29,0.27,860.3
6820.01,2399,0.3,0.31,727.37
6803.89,2395,0.24,0.26,582.94
6816.02,3161,0.31,0.36,994.85
6846.11,3047,0.27,0.27,815.69
6821.81,2483,0.23,0.26,577.61
6840.37,3393,0.24,0.3,803.7
6856.99,2999,0.23,0.3,703.53
6898.99,2743,0.26,0.3,699.62
6887.53,2945,0.2,0.26,587.57
6889.07,2038,0.23,0.27,468.11
6892.78,2160,0.2,0.26,429.6
6902.76,2230,0.19,0.25,424.3
6903.67,1780,0.21,0.25,375.36
6854.15,1669,0.22,0.28,370.18
6847.78,1686,0.23,0.3,383.99
6861.2,2085,0.13,0.19,271.96
6881,1925,0.13,0.18,247.27
6872.47,1690,0.17,0.22,287.55
6862.9,1628,0.18,0.22,301.15
6913.95,2055,0.23,0.25,477.99
6944.08,1991,0.25,0.3,495.42
6947.04,2969,0.24,0.24,712.21
6959.84,2443,0.27,0.27,664.36
6960.88,2839,0.28,0.3,788.72
6949.98,2342,0.23,0.25,537.42
6965.79,2510,0.26,0.27,640.86
6963.92,2746,0.28,0.29,760.84
7072.59,2874,0.27,0.3,776.7
7105.94,3003,0.29,0.29,865.52
7123,2650,0.23,0.26,619.41
7131.91,2764,0.22,0.25,599.9
7090.91,2610,0.28,0.33,726.52
7104.51,2096,0.25,0.26,530.44
7097.35,2443,0.24,0.26,581.82
7117.22,1836,0.21,0.24,389.5
7101.36,2018,0.23,0.26,473.21
7120.68,2217,0.21,0.25,459.17
7134.07,1997,0.23,0.22,456.42
7126.68,1563,0.27,0.29,416.03
7182.42,1751,0.26,0.31,455.87
7133.66,2207,0.33,0.35,725
7120.75,2136,0.27,0.26,568.36
7136.03,1867,0.26,0.26,479.66
7109.64,1872,0.26,0.29,492.15
7045.44,1883,0.27,0.27,512.75
7065.13,2039,0.25,0.27,514.06
7087.04,1842,0.27,0.29,505.91
7106.25,1845,0.29,0.3,525.91
7071.56,2551,0.32,0.3,807.39
7140,2349,0.27,0.26,623.55
7179.72,2852,0.3,0.32,859.88
7250.68,3156,0.28,0.26,885.29
7550.01,3955,0.22,0.23,869.38
7541.58,3044,0.22,0.24,668.44
7511.01,2938,0.23,0.25,687.06
7560.96,2874,0.24,0.26,680.67
7543.62,2980,0.28,0.31,827.09
7531.72,2463,0.25,0.3,610.05
7538.89,2367,0.29,0.33,681.52
7606.55,2113,0.25,0.25,533.42
7569,1890,0.24,0.25,451.4
7482.64,1676,0.25,0.26,422.06
7496.92,1771,0.27,0.3,479.1
7489.35,1637,0.24,0.23,386.62
7527.37,1559,0.26,0.26,406.68
7529.06,1638,0.28,0.29,456.29
7549.75,1736,0.26,0.3,451.09
7511.11,1964,0.28,0.31,553.76
7538.78,2175,0.26,0.26,556.69
7583.64,2686,0.29,0.32,788.65
7563.28,2541,0.3,0.32,767.95
7583.35,2449,0.28,0.3,674.65
7534.18,2598,0.3,0.32,774.15
7492.72,2464,0.28,0.31,679.69
7504.81,2594,0.28,0.29,722.14
7484.02,2560,0.27,0.27,692.22
7503.05,3225,0.27,0.27,877.09
7512.87,3310,0.27,0.26,885.07
7520,2987,0.26,0.28,790.75
7516,2569,0.28,0.3,719.42
7525.86,2346,0.22,0.25,508.04
7518.5,2504,0.24,0.27,603.74
7532.52,2309,0.25,0.25,567.36
7513.97,2154,0.24,0.25,520.18
7491.9,2003,0.25,0.25,506.32
7514.64,1787,0.26,0.26,464.29
7476.94,1556,0.21,0.25,322.29
7499.13,1505,0.26,0.27,389.64
7500.58,1374,0.25,0.25,339
7529.8,1524,0.26,0.26,390.13
7530,1504,0.26,0.26,391.02
7569,1712,0.31,0.33,539.19
7589.07,1996,0.32,0.35,637.23
7565.1,2097,0.3,0.32,638.49
7556.73,2298,0.3,0.3,679.72
7568,2215,0.25,0.26,556.86
7571.15,2416,0.31,0.33,749.02
7539.22,2878,0.21,0.23,610.3
7559.08,3044,0.22,0.29,664.59
7598.93,2833,0.3,0.3,861.21
7588.25,2789,0.31,0.33,859
7528.51,2495,0.23,0.26,565.76
7556.56,2303,0.26,0.29,604.97
7547.08,2536,0.3,0.31,770.27
7541.7,2309,0.22,0.24,502.47
7554.6,2191,0.23,0.27,512.81
7557.23,1840,0.25,0.28,455.26
7536.95,2162,0.24,0.29,522.13
7543.99,2060,0.28,0.33,569.24
7546.88,1819,0.29,0.35,533.67
7575,1904,0.28,0.34,539.02
7571.17,1497,0.24,0.26,362.29
7573.47,1390,0.27,0.27,375.76
7579.26,1439,0.26,0.26,370.14
7569.63,1663,0.28,0.32,464.89
7542.11,1972,0.2,0.18,393.64
7559.63,2239,0.31,0.35,696.31
7556.97,2145,0.28,0.29,598.63
7558.68,2337,0.3,0.31,706.13
7590.67,2664,0.28,0.3,734.45
7654.51,2454,0.27,0.3,662.89
7664.51,2806,0.29,0.32,808.45
7653.23,2713,0.26,0.27,698.34
7694.18,2740,0.31,0.36,852.85
7650,3358,0.35,0.4,1159.46
7554.19,3372,0.31,0.38,1029.37
7573.32,3614,0.26,0.3,945.72
7590.94,3135,0.28,0.33,871.66
7630.98,2778,0.27,0.34,752.59
7664.73,2478,0.28,0.32,699.23
7654.15,2408,0.29,0.31,686.29
7640.42,2308,0.29,0.32,662.8
7623.02,2040,0.27,0.28,542.51
7706.34,1993,0.23,0.26,466.46
7758.09,1790,0.24,0.26,431.72
7707.08,1540,0.19,0.19,292.32
7745.17,1567,0.22,0.21,347.11
7738.76,1949,0.27,0.3,533.93
7740.61,1858,0.26,0.26,479.8
7700,2017,0.26,0.25,530.69
7668.46,2325,0.29,0.29,684.79
7708.38,2594,0.23,0.22,604.12
7713,2286,0.26,0.25,585.85
7710.74,1941,0.24,0.25,470.12
7703.97,2791,0.28,0.35,778.75
7724.68,2672,0.23,0.24,620.22
7703.34,2613,0.22,0.23,573.12
7705.12,2826,0.25,0.27,713.91
7678.86,3359,0.26,0.27,864.27
7690,3425,0.29,0.27,976.42
7675.28,3788,0.28,0.3,1060.21
7670.9,3285,0.28,0.28,904.97
7717.28,3669,0.27,0.28,974.47
7714.14,2787,0.26,0.26,716.15
7711,2849,0.24,0.26,683.58
7738.71,2628,0.24,0.26,634.49
7777.19,2611,0.26,0.26,681.77
7789.89,2098,0.23,0.25,491.96
7754.11,2273,0.26,0.25,580.08
7704.66,2093,0.26,0.26,542.65
7715.02,2151,0.26,0.28,566.93
7712.47,1843,0.26,0.26,482.67
7696.32,1885,0.28,0.29,533.86
7706.59,2114,0.26,0.28,540.07
7722.01,2272,0.29,0.33,667.71
7712.46,2561,0.27,0.28,699.56
7698.39,2966,0.39,0.37,1169.93
7752.16,2901,0.38,0.38,1094.23
7756.63,2905,0.35,0.35,1006.2
7742.32,3109,0.35,0.34,1100.18
7768.06,3447,0.32,0.33,1091.44
7736.52,3081,0.3,0.32,919.47
7691.84,3349,0.32,0.35,1057.59
7720.04,4050,0.3,0.35,1226.73
7737.02,3428,0.31,0.34,1052.81
7741.03,3007,0.29,0.31,862.48
7753.99,2793,0.27,0.27,754.66
7726.7,2866,0.27,0.27,766.98
7740.86,2700,0.27,0.27,735.96
7744.47,2213,0.26,0.26,571.27
7759.8,2208,0.29,0.33,646.98
7760.62,1725,0.26,0.27,453.01
7746.42,1726,0.26,0.28,445.57
7771.91,1587,0.25,0.28,400.35
7798.29,1845,0.26,0.29,486.58
7821.72,1949,0.28,0.29,553.66
7852.27,1964,0.26,0.29,510.92
7872.65,1945,0.28,0.3,553.84
7961.68,2407,0.29,0.33,687.1
7956.99,2806,0.26,0.25,721.82
7953.69,2398,0.29,0.29,694.96
7990.94,3042,0.27,0.28,833.34
8131.81,3246,0.24,0.26,773.27
8147.72,2871,0.28,0.29,813.5
8252.11,3384,0.25,0.26,834.58
8313.97,3836,0.25,0.26,969.2
8373.86,3735,0.24,0.26,901.59
8381.14,3790,0.28,0.28,1058.43
8617.5,4103,0.22,0.25,915.04
8725.1,4105,0.23,0.25,925.65
8633.88,3563,0.23,0.26,830.05
8736.73,3181,0.25,0.26,785.05
8937.88,2849,0.23,0.24,645.02
8870,2623,0.24,0.26,629.55
8772.04,2486,0.23,0.25,580.66
8787.72,2181,0.24,0.26,524.51
8820.02,2282,0.3,0.31,683.9
8856.96,1857,0.25,0.26,457.17
8963.99,1725,0.24,0.26,415.31
9292.87,2463,0.17,0.2,411.67
9167.14,2381,0.24,0.25,566.16
9384.11,3498,0.23,0.29,788.64
9322.83,3541,0.25,0.29,877.43
9187.45,3812,0.3,0.34,1155.92
9128.09,3374,0.3,0.34,1017.53
8679.16,3566,0.29,0.3,1022.92
8896.82,3524,0.32,0.38,1130.67
8859.79,3301,0.3,0.35,984.57
8758.64,3309,0.29,0.33,957.36
8861.4,3786,0.28,0.3,1044.96
8840.17,3931,0.27,0.29,1054.07
8786.37,3519,0.27,0.3,965.14
8691.59,3747,0.29,0.33,1101.82
8560.22,3591,0.27,0.31,983.86
8676.28,3230,0.22,0.26,703.35
8855,2715,0.25,0.29,691.92
8830.55,2770,0.24,0.27,670.59
8764.13,2500,0.26,0.27,642.18
8764.92,2335,0.23,0.26,537.37
8633.16,2089,0.25,0.27,523
8717.44,1894,0.25,0.27,478.11
8664.17,1792,0.24,0.25,437.72
8735.96,1944,0.27,0.3,516.24
8667.92,1945,0.26,0.27,513.63
8797.39,2560,0.3,0.35,759.23
8819.3,2279,0.26,0.29,603.77
8761.8,2025,0.27,0.3,545.78
8771.29,2321,0.26,0.27,613.75
8804.96,2666,0.29,0.29,780.29
8854.36,3111,0.31,0.38,974.21
8908.51,2796,0.29,0.35,803.5
8976.49,3014,0.26,0.29,795.46
8874.2,3512,0.28,0.34,984.02
8800.84,2897,0.26,0.28,758.67
8831.4,2974,0.25,0.27,731.39
8741.14,4339,0.24,0.27,1031.29
8739.13,3425,0.26,0.27,876.06
8755.69,3305,0.3,0.3,986.79
8740.01,3058,0.25,0.25,759.11
8734.05,3018,0.28,0.29,833.04
8740.01,2809,0.25,0.27,696.66
8852.38,2633,0.22,0.24,586.38
8849.06,2785,0.23,0.23,644.16
8829.42,2791,0.24,0.25,672.93
8837,2098,0.23,0.25,486.05
8801.85,2055,0.24,0.25,483
8818.41,1940,0.26,0.29,497.67
8844.99,1888,0.24,0.26,444.1
8828.01,1771,0.25,0.25,438.18
8830.01,1835,0.27,0.27,491.88
8829.21,2274,0.27,0.29,611.09
8807.35,2387,0.27,0.29,645.64
8780.35,2479,0.25,0.26,630.16
8821.4,2963,0.28,0.32,843.2
8835,2570,0.25,0.27,651.87
8850.76,2875,0.29,0.32,837.82
8868.94,2732,0.28,0.3,761.71
8909.18,3081,0.29,0.32,890.29
8930,3269,0.28,0.32,929.33
8948.1,3445,0.31,0.32,1064.69
8992.99,3462,0.27,0.3,939.97
8980,3783,0.27,0.29,1037.07
8867.56,3533,0.27,0.3,937.05
8884.62,2959,0.27,0.29,797
8940.27,2836,0.24,0.27,671.42
8942.01,3019,0.25,0.27,757.61
8948.28,2444,0.26,0.28,636.7
8982.16,1962,0.25,0.27,496.44
9135.1,2267,0.25,0.28,575.66
9128.37,2125,0.26,0.3,544.71
9082.23,2190,0.27,0.29,601.03
9147.91,1712,0.28,0.29,480.81
9115.1,1975,0.28,0.32,549.23
9097.92,2053,0.29,0.32,594.42
9010.03,2061,0.27,0.3,552.86
8996.68,2582,0.22,0.27,567.21
9037.97,2845,0.27,0.3,765.17
9113.46,2756,0.29,0.33,794.37
9041.82,2794,0.3,0.35,852.17
9047.43,3173,0.29,0.34,929.52
8967.1,3637,0.31,0.37,1133.27
8938.5,3357,0.3,0.36,1011.62
8781.62,4015,0.29,0.3,1183.11
8820.03,3323,0.3,0.32,987.15
8859.74,3235,0.29,0.34,943.59
8824.98,2967,0.27,0.29,815.81
8854.65,2848,0.3,0.31,852.07
8880.27,2595,0.28,0.29,734.73
8854.91,2564,0.27,0.29,687.97
8860,2478,0.27,0.29,662.34
8907.38,2272,0.27,0.29,609.8
8909.08,1754,0.24,0.27,424.16
8828.57,1465,0.22,0.27,327.68
8694.02,1558,0.21,0.24,330.94
8752,1605,0.25,0.29,396.51
8733.64,1681,0.23,0.25,380.91
8701.37,1745,0.25,0.27,437.19
8618.01,2088,0.26,0.26,539.9
8636.57,2355,0.28,0.32,650.57
8665.04,2169,0.27,0.28,594.34
8703.66,2102,0.28,0.3,593.93
8641.92,2310,0.32,0.35,734.36
8634.39,2787,0.29,0.29,805.39
8690.35,3183,0.22,0.24,702.11
8726.05,2952,0.26,0.28,758.29
8847.33,3485,0.19,0.19,664.55
8794.92,3629,0.25,0.26,900.35
8854.76,3630,0.23,0.29,841.1
8843.04,3274,0.29,0.32,958.23
8814.48,3169,0.28,0.31,896.57
8863,3186,0.29,0.29,938.55
8845,3074,0.28,0.29,859
8942.01,3140,0.29,0.33,898.85
8954.44,2587,0.26,0.26,659.91
8881.65,2630,0.2,0.21,530.53
8891.98,1950,0.25,0.25,489.73
8911.31,1945,0.28,0.3,538.51
8896.47,2311,0.23,0.25,540.09
8867.81,1908,0.29,0.3,550.96
8867.19,2253,0.31,0.32,698.32
9059.7,2258,0.28,0.3,639.26
9018.63,2597,0.29,0.3,752.91
9037.92,2695,0.31,0.35,834.22
9026.76,2527,0.27,0.3,672.2
9036.31,3326,0.29,0.3,966.18
9013.97,3361,0.29,0.33,980.42
8862.4,3295,0.29,0.31,956.56
8857.04,3650,0.3,0.32,1080.65
8878.93,3752,0.27,0.3,1030.2
8926,3825,0.27,0.28,1019.6
8888.96,3735,0.28,0.28,1037.67
8851.67,3723,0.28,0.3,1049
8889.22,725,0.27,0.29,193.77
8878.89,3189,0.24,0.26,780.15
8900.87,2921,0.28,0.29,804.03
8920.61,3196,0.29,0.34,940.27
8951.89,2997,0.27,0.27,814.81
8975.63,2818,0.25,0.27,702.5
8977.18,2454,0.25,0.27,603.7
9046.66,2532,0.25,0.29,641.46
8955.47,2027,0.23,0.25,462.35
8992.35,1872,0.26,0.26,478.76
8984.04,1821,0.27,0.29,498.24
8983.31,2737,0.3,0.36,815.3
9015.31,2414,0.23,0.26,562.11
9014.74,2860,0.27,0.3,766.61
9032.49,2453,0.27,0.3,667.07
9035.01,2827,0.29,0.3,811.4
9049.31,2987,0.31,0.36,935.03
9105.04,3290,0.31,0.37,1023.47
9235.28,3409,0.25,0.29,845.46
9339.13,3522,0.24,0.26,842.74
9239.03,3816,0.28,0.3,1055.88
9238.65,4309,0.3,0.34,1305.67
9237.81,4272,0.29,0.3,1235.9
9283.48,3815,0.31,0.34,1185.73
9282.32,4275,0.26,0.27,1131.16
9283.69,3233,0.27,0.29,880.99
9252.38,3231,0.26,0.34,854.12
9263.64,3280,0.26,0.29,864.96
9252.04,3195,0.26,0.29,816.79
9296.52,2790,0.24,0.26,668.55
9374.36,2568,0.26,0.28,673.13
9166.12,2375,0.23,0.25,542.24
9196.39,2063,0.23,0.25,478.01
9230.31,2390,0.26,0.29,617.41
9332.49,2240,0.29,0.31,655.05
9306.17,2081,0.28,0.29,592.5
9286.52,2413,0.26,0.23,617.65
9280.06,2437,0.3,0.31,737.35
9260.88,2557,0.31,0.34,800.29
9321.99,3022,0.31,0.31,929.23
9345.61,2839,0.33,0.32,940.95
9319.98,3536,0.28,0.29,994.44
9299.44,3169,0.28,0.3,899.4
9290,3429,0.29,0.26,983.46
9383.93,3311,0.31,0.32,1036.72
9500.51,3925,0.27,0.3,1061.87
9510,4255,0.3,0.34,1273.36
9525,4465,0.3,0.29,1335.46
9640.64,4342,0.27,0.26,1175.57
9845.01,5610,0.22,0.25,1257.01
9806.05,4361,0.24,0.25,1048.18
9880.55,4193,0.23,0.25,946.89
9807.01,3563,0.27,0.29,944.56
9887.8,2952,0.24,0.26,707.25
9899.99,2939,0.25,0.28,747.32
10001.84,3956,0.21,0.21,811.79
10031.29,3092,0.2,0.21,605.1
10004.51,3142,0.22,0.23,702.71
9918.01,2495,0.24,0.26,599.47
9943.44,2317,0.24,0.25,552.12
9939.72,2274,0.25,0.26,562
9875.01,2723,0.27,0.27,741.78
9767.15,2783,0.29,0.3,818.74
9826.36,3252,0.3,0.3,964.99
9869.82,3191,0.26,0.26,841.38
9847.67,2982,0.28,0.3,828.94
9966.04,3236,0.27,0.26,868.88
9906,3095,0.29,0.3,886.36
9842.87,3674,0.27,0.27,987.76
9900.99,3915,0.29,0.31,1142.43
9971.89,3764,0.29,0.31,1108.07
9954.61,3822,0.28,0.29,1065.27
9984.99,3636,0.25,0.26,918.89
9987.46,3341,0.28,0.29,923.36
9897.43,3255,0.24,0.26,793.55
9968.01,2861,0.27,0.28,758.43
9999.53,2655,0.26,0.25,677.63
10018.01,2835,0.27,0.29,766.64
9891.86,2591,0.27,0.29,704.3
9811.58,3022,0.25,0.29,744.67
9882.01,2767,0.27,0.29,746.86
9858,2449,0.29,0.29,703.59
9852.72,1918,0.25,0.29,487.7
9870.18,1820,0.29,0.29,520.28
9830.37,2217,0.29,0.33,644.63
9836.06,2344,0.29,0.29,673.42
9711.45,2388,0.31,0.34,731.99
9611.88,2642,0.26,0.29,681.25
9675.76,2637,0.28,0.3,734.72
9695,2718,0.3,0.35,806.19
9639.27,2847,0.31,0.35,875.5
9636.65,3114,0.3,0.35,922.57
9673.22,2697,0.31,0.34,841.56
9719.41,3353,0.32,0.35,1075.81
9709.01,3256,0.28,0.29,903.14
9689.71,3193,0.3,0.3,951.97
9766.04,3148,0.26,0.26,805.21
9783.89,3111,0.28,0.3,876.87
9744.45,2951,0.25,0.28,746.19
9746.11,3037,0.21,0.26,648.27
9647.85,2902,0.25,0.26,721.2
9603.93,2451,0.24,0.27,591.47
9606.51,2962,0.25,0.27,736.6
9541.03,2078,0.26,0.31,546.41
8738.83,3643,0.13,0.16,483.08
8724.86,2712,0.17,0.21,472.8
8668.04,2333,0.18,0.21,409.05
8638,2306,0.2,0.24,466.77
8568.86,1989,0.19,0.23,387.8
8631.06,2356,0.23,0.26,532.18
8608.85,2478,0.23,0.28,565.34
8822.88,2421,0.21,0.25,502.02
8821.66,2346,0.23,0.26,551.26
8786.74,2713,0.25,0.29,684.23
8820.17,3052,0.27,0.3,824.77
8740.65,3314,0.19,0.28,615.95
8722.97,2967,0.22,0.27,657.81
8781.99,3781,0.24,0.29,898.32
8664.65,3272,0.23,0.25,762.88
8659.03,3488,0.2,0.27,698.83
8357.65,3664,0.21,0.25,770.95
8520.13,3416,0.21,0.27,703.78
8498.19,2968,0.2,0.24,590.56
8520.76,2983,0.22,0.27,663.71
8697.88,2208,0.2,0.22,431.77
8725.58,2205,0.19,0.22,426.83
8786.52,1993,0.22,0.24,434.4
8755.49,2235,0.22,0.24,492.58
8775,1860,0.19,0.21,358.28
8720.56,1995,0.18,0.18,364.43
8757.34,1846,0.2,0.2,375.17
8702.87,1828,0.22,0.2,402.88
8642.31,2104,0.22,0.23,472.92
8699.93,2031,0.23,0.27,472.8
8688.54,2586,0.28,0.29,733.48
8669.35,2576,0.23,0.24,592.38
8641.44,3399,0.26,0.33,883.13
8485.99,3407,0.26,0.33,884.59
8801.2,3136,0.28,0.33,885.64
8929.45,3515,0.25,0.25,879.9
8909.64,5077,0.26,0.25,1328.46
