BTC_PRICE,COUNT,MEAN,MEDIAN,SUM
5678.51,1819,0.09,0.12,166.33
5640.46,1767,0.15,0.16,263.69
5497.97,1659,0.15,0.16,245.85
5539.32,1616,0.16,0.17,252.2
5597.76,1540,0.18,0.19,278.07
5594.96,1929,0.14,0.13,268.86
5543.46,1619,0.2,0.19,329.13
5464.4,1611,0.2,0.19,322.27
5457.81,1687,0.2,0.19,339.26
5529.29,1823,0.21,0.2,380.3
5381.07,1608,0.2,0.2,314.86
5247.51,1703,0.18,0.19,304.13
5423.19,1935,0.17,0.19,324.97
5510.01,1974,0.18,0.2,364.52
5449.29,2042,0.18,0.24,375.48
5316.1,3041,0.19,0.23,587.98
5390.88,2547,0.22,0.23,549.5
5317.47,2593,0.18,0.23,473.26
5410.58,2768,0.23,0.25,638.97
5408.28,2037,0.2,0.23,408.3
5467.59,2291,0.16,0.18,355.42
5403.93,2053,0.18,0.19,374.13
5347.45,1869,0.18,0.22,330.35
5298.1,1678,0.18,0.19,294.75
5262.63,1619,0.17,0.2,267.26
5168.44,1481,0.18,0.22,269.7
5188.09,1521,0.19,0.22,295.89
5139.05,1419,0.24,0.23,333.84
5183.61,1267,0.22,0.23,273.37
5170.71,1456,0.21,0.23,311.87
5243.95,1208,0.19,0.22,233.77
5246.34,1202,0.2,0.23,240.62
5285.5,1298,0.18,0.19,232.01
5260.61,1490,0.21,0.23,315.41
5228.02,1557,0.2,0.21,306.52
5240.09,1403,0.19,0.21,272.27
5434.05,1724,0.18,0.2,306.69
5431.48,1700,0.18,0.19,305.99
5300.61,1887,0.2,0.22,373.22
5328,1754,0.17,0.2,303.17
5297.08,1939,0.22,0.24,422.64
5315.08,2040,0.17,0.2,351.66
5270,2090,0.18,0.22,378.18
5288.87,1636,0.16,0.19,254.32
5299.38,2219,0.19,0.18,414.01
5306.83,1634,0.16,0.18,255.9
5172.55,1607,0.16,0.19,264.6
5902.83,3376,0.09,0.1,302.45
5343.99,2544,0.09,0.08,218.39
5346.09,1907,0.14,0.16,262.06
5236.12,1823,0.11,0.16,208.92
5289.77,1611,0.15,0.19,243.67
5318.78,1899,0.2,0.27,384.72
5260.14,1420,0.18,0.24,255.33
5229,1426,0.17,0.22,247.86
5150,1440,0.15,0.19,221.24
5014.11,1735,0.19,0.25,333.91
4792.52,2253,0.2,0.25,446.51
4899.26,2009,0.22,0.25,435.14
4812.3,1952,0.19,0.24,379.11
4444,2583,0.17,0.2,434.53
4582.68,2591,0.13,0.18,348.97
4779.1,2596,0.14,0.15,362.94
4854.22,2978,0.14,0.18,417.4
4950.82,2805,0.12,0.15,342.71
5162.32,2588,0.14,0.15,360.19
5018.83,2516,0.13,0.14,317.17
5072.94,2146,0.18,0.18,377.54
5129.8,1969,0.15,0.18,292.87
4942.98,2174,0.15,0.19,321.95
4905.77,1805,0.14,0.17,251.53
4993.99,1801,0.15,0.18,270.64
4941.19,1729,0.17,0.18,292.33
5039.94,1682,0.14,0.14,235.55
5088.15,1705,0.13,0.12,215.99
5203.75,1619,0.16,0.16,263.04
5186.01,1220,0.17,0.18,211.4
5186.01,1220,0.17,0.18,211.4
5186.01,1220,0.17,0.18,211.4
5186.01,1220,0.17,0.18,211.4
5186.01,1220,0.17,0.18,211.4
5186.01,1220,0.17,0.18,211.4
5186.01,1220,0.17,0.18,211.4
5186.01,1220,0.17,0.18,211.4
5186.01,1220,0.17,0.18,211.4
5186.01,1220,0.17,0.18,211.4
5186.01,1220,0.17,0.18,211.4
5186.01,1220,0.17,0.18,211.4
5248.53,1227,0.16,0.18,192.99
5387.5,2513,0.19,0.25,467.53
5365.75,2910,0.21,0.25,612.57
5387.45,2247,0.23,0.24,512.6
5386.69,2170,0.19,0.23,404.95
5402.75,2060,0.19,0.21,390.01
5467.43,2086,0.16,0.18,327.55
5455,1879,0.15,0.19,290.23
5455.62,1567,0.19,0.2,292.99
5331.97,1521,0.21,0.23,319.07
5373.61,1415,0.2,0.24,276.19
5384.9,1833,0.22,0.24,404.31
5388.26,1528,0.2,0.22,303.63
5413,1344,0.23,0.27,308.81
5436.84,1581,0.25,0.29,398.58
5288.47,1480,0.2,0.23,290.55
5278.14,1670,0.22,0.26,371.78
5165.09,1619,0.19,0.24,314.73
5186.02,1842,0.21,0.25,395.6
5150,1674,0.22,0.25,365.29
5096.88,2058,0.17,0.19,359
5162.32,1991,0.2,0.23,390.92
5126,2351,0.2,0.25,472.35
5364.26,2529,0.17,0.2,439.13
5327.78,2305,0.18,0.23,423.48
5361.89,2320,0.15,0.17,347.12
5196.79,2485,0.18,0.19,441.48
5241.36,2754,0.19,0.17,535.26
5340.52,2452,0.18,0.19,452.8
5342.49,2216,0.16,0.16,344.91
5342.48,2001,0.2,0.19,390.57
5375.38,2086,0.16,0.17,335.05
5364.64,1845,0.17,0.18,308.48
5414.59,1820,0.15,0.16,272.88
5362.01,1724,0.17,0.17,285.49
5368.41,2330,0.15,0.17,341.6
5306.37,1646,0.18,0.19,299.89
5302.15,1645,0.18,0.18,296.61
5310,1638,0.16,0.16,268.83
5390.66,1737,0.17,0.17,292.89
5396.31,1908,0.18,0.2,338.06
5434.13,2021,0.19,0.21,389.52
5427.48,2189,0.19,0.2,419.89
5614.74,2122,0.19,0.23,407.87
5591.04,2287,0.21,0.22,478.66
5651.98,2373,0.21,0.24,498.07
5875,3047,0.17,0.18,516.29
5869.98,2648,0.18,0.19,473.21
5848.99,2551,0.19,0.21,495.4
5923.06,2524,0.2,0.22,505.13
6204.39,3249,0.2,0.24,664.74
6356.85,2943,0.22,0.25,656.43
6146.76,2664,0.17,0.2,448.67
6237.95,2510,0.16,0.17,407.63
6256.82,2308,0.17,0.2,396.39
6261.77,1850,0.18,0.2,326.09
6301.56,1857,0.14,0.15,251.57
6185,1860,0.19,0.22,353.37
6236.41,1749,0.19,0.22,331.99
6184.73,1500,0.21,0.24,309.32
6159.81,1711,0.19,0.16,326.36
6159.69,1748,0.21,0.19,367.51
6198.33,1349,0.22,0.25,301.97
6228.49,1852,0.23,0.24,430.76
6255.1,1846,0.21,0.2,390.03
6321.92,1730,0.22,0.24,383.73
6621.98,2351,0.22,0.24,510.07
6777.66,2124,0.24,0.26,510.19
6877.03,2515,0.22,0.25,541.4
6685.22,2427,0.22,0.24,528.93
6629.5,2664,0.22,0.25,579.03
6554.57,2816,0.23,0.26,658.64
6629.94,2616,0.2,0.22,524.1
6627.37,26392,0.18,0.15,4816.44
6447.8,17531,0.19,0.15,3270.79
6425.04,12365,0.18,0.15,2266.75
6207.6,9385,0.18,0.15,1720.12
6201.84,19316,0.18,0.15,3536.76
5982.21,15947,0.18,0.15,2904.1
6193.05,10925,0.18,0.15,2019.07
6166.61,17124,0.18,0.15,3100.93
6206.58,10934,0.18,0.15,2000.05
6143.1,17116,0.19,0.15,3204.23
6289.51,13982,0.18,0.15,2556.77
6276.37,7722,0.19,0.15,1452.12
6264.5,3573,0.18,0.15,645.9
6174.43,2553,0.21,0.15,529.83
6116.44,2014,0.22,0.17,447.31
6238.94,1714,0.22,0.17,382.09
6157.39,1558,0.2,0.18,317.91
6117.26,1653,0.24,0.25,393.74
5986.97,1974,0.24,0.26,467.05
5975,1851,0.24,0.26,453.15
6117.11,2254,0.29,0.3,663.5
6136.71,2504,0.24,0.26,611.28
6160.68,2340,0.22,0.2,512.85
6164.48,2240,0.24,0.26,539.87
6215,2472,0.22,0.21,546.28
6141.28,2379,0.21,0.22,501.37
6088.6,2335,0.23,0.23,539.12
6219.48,2080,0.21,0.23,439.63
6225.77,2091,0.21,0.2,445.2
6336.15,2015,0.24,0.25,483.64
6175.65,1858,0.23,0.25,422.81
6170,1562,0.2,0.2,312.9
6186.94,1542,0.23,0.22,350.49
6215.86,1497,0.25,0.25,370.51
6268.74,1512,0.28,0.31,423.57
6286.85,1655,0.3,0.31,493.43
6356.64,1555,0.31,0.33,484.62
6309.35,1437,0.29,0.32,417.84
6372.62,1644,0.26,0.28,426.8
6311.02,1479,0.27,0.29,399.06
6297.62,1802,0.3,0.36,544.77
6258,1665,0.29,0.32,474.56
6319.77,1920,0.23,0.26,446
6268.07,1889,0.27,0.29,514.21
6157.82,1801,0.23,0.25,405.77
6042.79,1927,0.25,0.26,482.79
6076.14,2245,0.28,0.3,628.07
6083.88,2557,0.27,0.29,691.03
6094,2276,0.25,0.26,565.75
6047.99,2040,0.26,0.27,538.52
6020.24,1933,0.22,0.23,421.79
6006.81,1994,0.24,0.26,486.67
5918.19,1587,0.19,0.22,298.01
5941.26,1630,0.16,0.15,264.97
6066.76,1616,0.14,0.14,233.58
5879.39,1630,0.18,0.16,292.75
5823.15,1647,0.2,0.2,322.45
5908.61,1333,0.2,0.19,272.5
5880.01,1322,0.23,0.23,304.46
5909.47,1535,0.21,0.21,329.74
5961.77,1465,0.27,0.26,391.16
5910.25,1420,0.24,0.25,345.15
5888.85,1313,0.23,0.25,305.81
5927.94,1633,0.18,0.15,286.91
5869,1807,0.22,0.25,398.99
5784.67,1787,0.19,0.19,348.06
5812.12,2033,0.18,0.18,365.66
5882.84,2026,0.19,0.18,379.89
5860,1948,0.2,0.18,382.21
6341.19,2595,0.15,0.15,384.73
6293.03,2475,0.18,0.18,434.57
6232.3,2574,0.19,0.17,485.13
6240.66,2330,0.17,0.19,403.51
6397.67,2200,0.19,0.19,422.58
6298.19,2163,0.21,0.23,444.76
6270.48,1912,0.17,0.17,316.64
6292.72,1677,0.19,0.17,310.58
6411,1879,0.17,0.17,316.55
6458.63,1703,0.18,0.18,302.17
6461.14,1478,0.19,0.19,287.79
6503,1573,0.19,0.19,293.11
6607.87,1503,0.21,0.24,309.22
6570.77,1432,0.18,0.17,264.65
6632,1521,0.22,0.18,336.58
6551.85,1502,0.24,0.25,362.78
6450,1398,0.2,0.2,286.05
6503.22,1287,0.25,0.26,326.31
6587.97,1331,0.23,0.23,312.01
6592.06,1552,0.25,0.23,393.86
6763.6,2423,0.32,0.25,767.07
6787.69,1987,0.31,0.28,617.54
6744.05,2270,0.31,0.29,708.12
6767.29,2265,0.29,0.26,653.42
6692.59,2235,0.24,0.19,528.97
6710.47,2539,0.27,0.23,673.44
6654.13,2414,0.24,0.22,581.17
6617.81,2200,0.23,0.2,508.94
6640.53,2407,0.23,0.21,546.32
6680.01,2509,0.23,0.18,569.88
6674.51,2102,0.26,0.25,552.65
6720,2180,0.17,0.15,365.42
6754.26,1871,0.23,0.2,422.47
6715.82,1719,0.22,0.19,376.36
6786.83,1770,0.19,0.17,337.01
6766.72,1750,0.17,0.15,303.21
6715.05,1589,0.19,0.19,305.53
6622.22,1672,0.19,0.18,313.65
6606.64,1526,0.21,0.2,322.07
6569.22,1439,0.2,0.2,293.46
6618,1464,0.21,0.2,302.66
6718.22,1449,0.19,0.19,273.48
6701.44,1659,0.22,0.22,359.86
6695.22,1666,0.21,0.24,352.69
6804.18,1627,0.24,0.25,392.94
6895.2,2085,0.25,0.31,521.6
6604.77,2213,0.27,0.32,592.75
6532.08,2102,0.25,0.28,531.52
6610.74,1973,0.22,0.24,432.92
6603.43,2428,0.25,0.24,617.18
6654.37,2202,0.22,0.23,494.25
6650.31,2096,0.2,0.2,412.63
6679.11,2261,0.19,0.18,440.64
6659.66,2276,0.23,0.25,514.64
6671.74,1765,0.22,0.22,389.96
6625.4,1889,0.2,0.22,368.63
6598,1802,0.23,0.26,421.67
6600.11,1555,0.19,0.2,296.29
6693.07,1570,0.21,0.22,335.88
6691.49,1660,0.21,0.23,353.15
6760.68,1464,0.2,0.2,290.47
6709.74,1354,0.21,0.2,285.84
6705.83,1436,0.2,0.2,284.57
6755.07,1367,0.2,0.2,273.11
6702.97,1472,0.27,0.25,397.32
6637.02,1275,0.23,0.24,297.21
6650.02,1830,0.28,0.23,506.19
6600.36,1724,0.26,0.35,450.04
6623.41,1747,0.3,0.32,523.16
6638.1,2449,0.35,0.4,852.26
6628.66,2230,0.35,0.41,784.39
6620,2771,0.36,0.44,1006.18
6630.18,2594,0.33,0.39,855.74
6645.6,2865,0.29,0.3,835.25
6604.13,2390,0.3,0.31,722.46
6634.47,2647,0.27,0.28,722.08
6661.28,2423,0.27,0.29,663.16
6652.01,2212,0.25,0.29,560.91
6669.1,2003,0.26,0.26,518.9
6679.58,2198,0.25,0.27,548.84
6745.95,1909,0.21,0.24,407.81
6736.78,1727,0.19,0.23,333.35
6720.42,1951,0.21,0.25,410.35
6760.03,1545,0.25,0.28,388.22
6836.17,1594,0.24,0.26,384.12
6825.08,1584,0.29,0.33,459.83
6809,1793,0.29,0.31,515.87
6816.26,1566,0.26,0.29,404.25
6759.94,1726,0.34,0.38,578.57
6666.64,1768,0.31,0.38,548.29
6686.26,1942,0.31,0.36,604.28
6727.81,1897,0.25,0.28,476.16
6691.55,1703,0.26,0.28,446.37
6670.5,1994,0.19,0.22,381.88
6659.39,1977,0.24,0.26,467.77
6632.2,2163,0.29,0.36,637.22
6643.28,2121,0.27,0.28,567.5
6601.67,2402,0.24,0.25,583.78
6627.49,2302,0.26,0.29,607.61
6637.58,2161,0.23,0.25,505.34
6646.6,2043,0.21,0.22,433.52
6645.01,1891,0.21,0.21,404.62
6657.07,1705,0.2,0.2,339.5
6666.01,1731,0.18,0.2,318.51
6682,1595,0.22,0.22,348.8
6686.67,1484,0.17,0.19,259.58
6672.55,1539,0.17,0.17,262.1
6372.36,1382,0.17,0.17,240.37
6314.09,1334,0.17,0.18,225.74
6274.36,1659,0.13,0.16,209.06
6256.25,1519,0.23,0.24,351.04
6128.8,1360,0.15,0.16,209.84
6176.58,1676,0.19,0.21,326.02
6165,1391,0.22,0.22,306.09
6162.92,1437,0.24,0.24,347.47
6196.21,1502,0.25,0.27,382.48
6270.01,1402,0.25,0.25,351.46
6267.22,1356,0.24,0.24,329.69
6271.09,1446,0.25,0.26,364.34
6243,1869,0.19,0.22,358.08
6247.72,1816,0.23,0.22,413.15
6240,1873,0.24,0.25,440.62
6253.26,1991,0.28,0.31,553.51
6230,2249,0.24,0.24,549.66
6244.13,2119,0.22,0.24,465.11
6065.14,1881,0.19,0.2,350.48
6180.49,1795,0.2,0.21,351.92
6232.12,2045,0.25,0.26,514.44
6262.11,2065,0.14,0.15,282.09
6234.68,1862,0.13,0.12,237.61
6223.53,1853,0.2,0.24,371.65
6251.22,1559,0.29,0.31,447.73
6220.57,1634,0.19,0.19,318.53
6224.97,1357,0.23,0.22,306.33
6214.72,1329,0.24,0.25,320.64
6216.11,1145,0.24,0.24,276.92
6214.98,1354,0.26,0.27,356.6
6157.18,1460,0.28,0.28,408.18
6157.85,1356,0.26,0.25,352.42
6157.32,1505,0.25,0.24,375.25
6133.83,1469,0.26,0.27,384.99
6091.28,1494,0.26,0.27,390.26
6177.23,1968,0.22,0.21,436.66
6138.01,1860,0.26,0.3,486.02
6126.22,1864,0.25,0.27,464.02
6125.75,2082,0.25,0.25,515.09
6146.63,2175,0.24,0.21,513.56
6134.31,1756,0.26,0.27,452.64
6088.88,2261,0.27,0.25,612.3
6106.4,1851,0.24,0.25,439.61
6067,1558,0.23,0.24,358.01
5902,2723,0.11,0.11,295.93
5949.2,1935,0.23,0.25,439.88
5908.98,1760,0.21,0.25,377
5910.7,1381,0.2,0.2,273.32
5879.11,1391,0.24,0.25,333.85
5900.7,1559,0.28,0.28,443.88
5943.59,1497,0.22,0.25,324.51
5994.01,1602,0.25,0.24,396.05
6010,1765,0.24,0.24,429.63
6043.36,1600,0.24,0.24,391.98
6212.26,1835,0.28,0.29,504.72
6234.96,1581,0.26,0.26,414.21
6258,1842,0.24,0.24,434.73
6288.7,1608,0.24,0.26,391.28
6260.94,1654,0.22,0.25,370.48
6296,1779,0.26,0.3,463.71
6381.07,2007,0.27,0.27,538.25
6322.09,2098,0.27,0.26,563.31
6320,2019,0.24,0.25,482.47
6340.95,2201,0.26,0.29,582.8
6355.77,2049,0.27,0.3,547.7
6389.17,2025,0.25,0.27,505.9
6369,2009,0.24,0.27,475.81
6376.79,2027,0.22,0.25,447.79
6377.26,2499,0.19,0.22,485.86
6482.59,2480,0.19,0.18,459.77
6549.68,1851,0.19,0.21,345.02
6481.8,1668,0.2,0.21,330.02
6402.27,1520,0.21,0.24,326.23
6446.6,1192,0.24,0.27,284
6519.15,1328,0.22,0.25,296.08
6464.7,1284,0.24,0.28,306.8
6445.51,1135,0.25,0.3,283.99
6395.74,1992,0.36,0.39,712.22
6420.84,2117,0.3,0.35,639.93
6469.7,1836,0.31,0.35,563.03
6451,1593,0.24,0.26,389.65
6500.43,1679,0.25,0.25,417.69
6446.69,1756,0.26,0.26,462.73
6437.7,1961,0.27,0.26,519.67
6400.93,1808,0.25,0.28,460.93
6454.18,2157,0.26,0.29,556.22
6435.2,2330,0.27,0.3,622.66
6469.01,2484,0.21,0.26,527.36
6466.28,2341,0.25,0.31,584.27
6441.36,2514,0.24,0.31,608.91
6466.38,2031,0.21,0.25,431.81
6475.38,2288,0.19,0.22,423.94
6469.45,2173,0.22,0.25,481.24
6478.87,2325,0.2,0.2,458.76
6460.14,2132,0.18,0.18,379.77
6446.68,1922,0.14,0.15,268.94
6421.42,1613,0.19,0.21,305.88
6318.08,1618,0.21,0.24,340.09
6292.4,1582,0.27,0.28,419.55
6322.29,1289,0.24,0.24,307.27
6377.28,1592,0.25,0.25,402.63
6347.48,1437,0.19,0.23,280.2
6312,1632,0.23,0.25,378.14
6308.97,1739,0.23,0.25,405.02
6338.94,1948,0.26,0.27,501.96
6318.35,2184,0.29,0.3,637.46
6304.56,2012,0.26,0.3,529.21
6298.05,1933,0.26,0.29,500.32
6301.36,1882,0.22,0.25,420.64
6229.43,2244,0.23,0.25,507.39
6214.15,2133,0.18,0.19,392.12
6261.08,2259,0.22,0.24,497.36
6241.51,2827,0.26,0.3,748.88
6198.99,2667,0.25,0.31,660.62
6207.19,1991,0.23,0.26,466.63
6201.66,2131,0.22,0.24,463.52
6216.94,2939,0.19,0.16,569.98
6352.68,2719,0.18,0.17,489.05
6370.48,1868,0.2,0.18,366.17
6545.11,1732,0.18,0.18,313.64
6657.35,1696,0.22,0.23,369.94
6639.1,1479,0.23,0.26,345.73
6635.58,1273,0.23,0.26,298.75
6627.01,1300,0.25,0.26,318.92
6620.68,1451,0.28,0.35,408.27
6612.34,1571,0.26,0.29,409.89
6618.73,1419,0.27,0.32,381.5
6650.25,1707,0.27,0.3,460.42
6660.76,1792,0.27,0.3,478.81
6664.88,2044,0.28,0.27,565.15
6656.86,2181,0.28,0.28,604.25
6660.68,2459,0.25,0.26,608.08
6693,2251,0.27,0.28,610.85
6675,2566,0.26,0.28,678.24
6652.16,2447,0.25,0.29,613.17
6795,2680,0.25,0.27,662.17
6815.36,2152,0.23,0.26,497.26
6922.29,2570,0.22,0.25,553.32
7090.74,3444,0.2,0.24,704.22
6801.06,2961,0.19,0.22,555.9
6810,2151,0.2,0.22,429.96
6759.86,1921,0.23,0.26,438.53
6841.88,1799,0.21,0.25,381.18
6851.01,1696,0.25,0.27,420.07
6806.99,1561,0.24,0.26,373.76
6750.37,1559,0.25,0.27,395.68
6810,1429,0.29,0.32,409.36
6816.83,1417,0.28,0.32,403.7
6787.99,1577,0.27,0.3,426.15
6794.87,1433,0.24,0.27,350.31
6784.99,1475,0.26,0.27,376.27
6810.45,1977,0.27,0.28,525.12
6940,2151,0.23,0.26,489.42
6937,2229,0.25,0.27,555.49
6966,2493,0.27,0.27,665.69
7019.75,2505,0.29,0.32,717.87
7015,3286,0.3,0.32,971.82
6925,3019,0.28,0.31,845.99
6846.25,2696,0.28,0.31,765.46
6788.41,2758,0.3,0.34,815.91
6726.8,2702,0.29,0.33,789.31
6772.68,2437,0.29,0.29,703.55
6724.78,2658,0.28,0.27,747.72
6755.3,2444,0.24,0.27,589.81
6782.39,2030,0.22,0.26,455.28
6706.41,1830,0.24,0.27,434.92
6738.47,1742,0.22,0.25,389.7
6768.64,1772,0.26,0.27,458.22
6738.2,1627,0.28,0.31,458.83
6762.57,1632,0.24,0.26,390.32
6763.96,1405,0.23,0.25,322.21
6691,1348,0.25,0.27,332.88
6706.01,1351,0.24,0.27,322.74
6727.01,1574,0.24,0.26,381.38
6737.33,1563,0.26,0.27,404.56
6737.19,1969,0.28,0.32,548.97
6742.12,2187,0.27,0.3,588.35
6784.82,2119,0.29,0.31,609.43
6854.01,2540,0.3,0.36,756.12
6893.38,2174,0.27,0.29,577.71
6711.64,2709,0.3,0.35,810.18
6722.01,2202,0.26,0.27,563.86
6743.73,2312,0.28,0.31,646.9
6721,2599,0.23,0.27,590.58
6740.26,2265,0.22,0.27,487.18
6800,2186,0.23,0.27,502.19
6789.59,2586,0.29,0.3,739.03
6788.5,2430,0.2,0.25,497.39
6764.35,2168,0.26,0.3,571.98
6844.81,1960,0.22,0.27,435.62
6880.8,1701,0.22,0.27,381.28
6861.6,1529,0.22,0.26,339.3
6874.77,1565,0.28,0.31,437.3
6876.98,1443,0.25,0.27,365.05
6861.14,1507,0.25,0.27,372.27
6853.88,1414,0.24,0.27,339.41
6807.45,1381,0.27,0.28,371.26
6781,1581,0.29,0.34,457.63
6793.16,1449,0.27,0.27,388.48
6781.88,1554,0.27,0.28,426.37
6779.72,1706,0.24,0.27,415.42
6784.43,1791,0.26,0.27,466.72
6774.79,1951,0.28,0.34,544.6
6755.02,2022,0.21,0.26,428.41
6783.32,2573,0.32,0.38,819.15
6795.39,2180,0.3,0.31,646.09
6801.81,2461,0.31,0.32,766.97
6778.06,2801,0.31,0.31,874.92
6791,2714,0.3,0.3,815.09
6783,2284,0.25,0.27,579.36
6803.03,2800,0.24,0.27,670.39
6803.42,2924,0.07,0.14,215.52
6804,2925,0.05,0.07,158.14
6761.62,3407,0.01,-0.01,50.65
6766.92,3326,-0.02,-0.1,-76.98
6806.08,2846,-0.01,-0.07,-26.69
6779.04,2500,0.05,0.1,134.16
6878.3,2404,0.08,0.16,195.65
6849,2224,0.1,0.17,232.95
6831,2019,0.12,0.19,247.15
6852.11,2176,0.15,0.2,321.77
6953.11,1965,0.16,0.22,309.69
7006.57,2090,0.2,0.26,427.88
7088.98,2130,0.17,0.2,356.2
7040.53,2162,0.2,0.24,423.22
7054.09,2286,0.22,0.25,510.6
7118.42,2269,0.23,0.26,526.5
7091.3,2662,0.22,0.26,596.27
7107,2973,0.27,0.28,789.47
7140.82,2841,0.21,0.23,588.88
7113.99,2773,0.23,0.26,632.84
7115.65,2766,0.22,0.23,597.12
7155.69,2645,0.22,0.25,589.21
7160.72,2640,0.21,0.25,558.03
7224.58,2511,0.2,0.23,499.63
7256.88,2952,0.17,0.2,507.56
7279.3,2511,0.18,0.2,456.85
7227.27,2287,0.21,0.22,484.25
7299.04,1972,0.23,0.27,454.72
7279.67,1937,0.23,0.25,436.78
7350.01,2046,0.16,0.21,324.89
7374.89,1994,0.21,0.24,415.54
7350.01,1772,0.21,0.25,365.76
7317.15,1769,0.18,0.21,318.21
7329.97,1517,0.21,0.26,325.19
7258.91,1649,0.2,0.25,325.38
7287.91,1943,0.26,0.31,501.47
7313.24,1569,0.25,0.29,395.67
7387.99,1941,0.22,0.24,426.62
7368.89,2382,0.22,0.25,534.11
7380.62,2395,0.26,0.27,611.52
7440,2175,0.24,0.26,515.29
7392.4,2561,0.27,0.28,684.44
7345,2950,0.27,0.27,808.95
7361.26,2543,0.26,0.27,664.99
7292.88,3385,0.21,0.27,694.67
7333.02,2982,0.22,0.25,649.07
7383,2796,0.25,0.27,697.06
7360.71,2350,0.24,0.27,570.91
7309.73,2662,0.25,0.28,658.18
7290.94,1924,0.23,0.25,445.01
7119.8,2194,0.23,0.29,513.93
7185.99,2077,0.24,0.28,492.18
7170.02,1684,0.24,0.28,406.68
7200.01,1596,0.24,0.29,385.55
7158.42,1510,0.23,0.27,352.44
7164.55,1514,0.21,0.25,315.38
7269.24,1617,0.24,0.3,380.02
7351.1,2169,0.28,0.3,600.5
7361.49,1804,0.24,0.26,433.26
7410,1970,0.25,0.3,497.88
7315.58,2142,0.28,0.32,595.73
7335.48,2165,0.26,0.3,563.03
7298.42,2200,0.27,0.3,587.56
7310.73,2108,0.27,0.32,569.76
7257.78,2430,0.22,0.24,529.27
7298.7,2302,0.27,0.32,613.12
7284.01,2597,0.24,0.26,632.53
7222.1,2405,0.22,0.26,517.63
7271.59,2449,0.25,0.27,604.94
7280,2858,0.28,0.34,792.25
7337.96,2679,0.26,0.29,709.41
7321.05,2470,0.26,0.29,633.12
7327.43,2002,0.21,0.24,423.45
7317.86,2037,0.19,0.2,376.89
7322.28,2043,0.25,0.27,500.98
7334.51,2039,0.26,0.25,535.7
7361.76,1599,0.27,0.27,437.48
7370.11,1670,0.29,0.29,484.14
7352.85,1616,0.26,0.28,426.6
7319.2,1749,0.27,0.28,473.19
7326.94,1724,0.26,0.29,456.79
7291.67,1540,0.27,0.28,419.98
7296.02,1466,0.27,0.27,391.31
7319.13,1894,0.24,0.2,447.03
7322.49,1923,0.24,0.25,455.28
7336.38,1828,0.24,0.26,429.64
7344.33,1790,0.26,0.28,464.46
7305.82,2071,0.3,0.32,631.58
7320.6,1894,0.24,0.27,463.18
7192.01,2136,0.25,0.28,524.3
7319.89,2035,0.22,0.25,454.53
7353.53,2215,0.23,0.26,502.51
7327.55,2509,0.23,0.24,583.91
7284.5,2436,0.25,0.25,596.97
7289.22,2433,0.21,0.22,513.2
7302.57,2352,0.23,0.25,543.96
7258.37,2574,0.18,0.2,451.73
7270.99,2081,0.21,0.23,439.45
7307.31,1779,0.21,0.23,378
7320.99,1518,0.2,0.22,306.16
7320,1764,0.25,0.27,435.44
7296,1711,0.22,0.26,375.68
7304.91,1574,0.2,0.25,319.44
7270.15,1566,0.21,0.26,334.43
7260,1782,0.21,0.26,378.02
7183.07,1579,0.19,0.25,300.48
7149.99,1532,0.19,0.25,298.1
6962.41,1679,0.2,0.25,341.13
6964.76,2000,0.28,0.34,563.79
6932.92,2191,0.27,0.27,585.75
6924.26,1609,0.22,0.25,356.55
6925.18,2413,0.25,0.28,596.87
6939.83,2203,0.29,0.29,630.52
6902.67,2014,0.27,0.28,545.41
6929.28,2224,0.31,0.32,683.94
6917.56,2638,0.28,0.31,751.15
6858.28,2585,0.26,0.29,662.71
6782,2897,0.25,0.26,726.47
6866.25,2390,0.25,0.28,586.44
6878.06,2126,0.25,0.29,522.19
6923.77,2198,0.24,0.25,532.32
6918.28,1886,0.26,0.29,495.35
6919.59,2027,0.22,0.25,452.96
6903.46,1873,0.24,0.26,448.41
6869.99,1589,0.26,0.26,410.76
6878.08,1664,0.27,0.3,445.67
6918.72,1814,0.28,0.33,507.99
6913.78,1565,0.29,0.3,456.38
6919,1565,0.33,0.36,515.26
6920.7,1535,0.34,0.36,520.82
6924.78,1440,0.33,0.37,478.67
6939.01,1607,0.36,0.45,585.11
6935.86,1566,0.35,0.37,555.84
6888.11,1954,0.27,0.28,529.79
6888.78,1990,0.29,0.28,574.16
6871.29,1910,0.29,0.3,558.57
6857.03,1948,0.32,0.36,628.8
6890.85,1796,0.3,0.33,547.48
6882.79,2117,0.32,0.34,684.41
6865.01,2208,0.29,0.3,643.15
6827.01,2086,0.31,0.33,651.86
6844.55,2033,0.31,0.34,628.32
6826.65,2365,0.25,0.27,600.26
6797.69,2192,0.28,0.28,621.9
6826.57,2061,0.21,0.25,430.83
6813.88,2476,0.2,0.12,490.46
6795.03,1765,0.21,0.21,377.66
6871.66,1609,0.21,0.24,332.3
6868.71,1172,0.21,0.26,251.58
6889.79,1500,0.24,0.25,363.14
6873.36,1350,0.24,0.25,322.39
6851.88,1298,0.26,0.26,341.41
6832.83,1230,0.25,0.26,311.92
6823.02,1135,0.25,0.26,288.42
6831.11,1567,0.26,0.26,404.87
6843.11,1538,0.29,0.29,447.4
6832.75,1400,0.27,0.28,381.89
