BTC_PRICE,COUNT,LAST,MEAN,MEDIAN,RATE,SUM,Timestamp
10219.03,1680,0.5,0.17,0.14,0.93,287.79,2/13/2020 20:47
10181,1635,-0.17,0.17,0.15,0.91,285.62,2/13/2020 21:59
10215.92,1658,0.14,0.2,0.2,0.92,331.28,2/13/2020 22:59
10247.34,1417,0.25,0.2,0.2,0.79,290.43,2/13/2020 23:59
10225,1377,0.25,0.18,0.18,0.77,241.29,2/14/2020 0:59
10235.04,1415,0.12,0.2,0.2,0.79,281.56,2/14/2020 1:59
10265.45,1347,0.75,0.19,0.2,0.75,253.4,2/14/2020 2:59
10219.66,1401,0.2,0.15,0.16,0.78,206.03,2/14/2020 3:50
10227.74,1178,-0.26,0.25,0.25,0.66,292.57,2/14/2020 4:54
10153.19,2421,0.63,0.15,0.02,1.35,358.16,2/14/2020 5:59
10186.56,1725,0.12,0.25,0.24,0.96,429.94,2/14/2020 6:55
10107.92,1644,0.63,0.25,0.25,0.91,411.32,2/14/2020 7:59
10144.6,1823,0.11,0.24,0.24,1.01,443.06,2/14/2020 8:59
10200,1868,-0.1,0.22,0.21,1.04,410.58,2/14/2020 9:59
10250.01,1958,0.33,0.25,0.24,1.09,487.45,2/14/2020 10:59
10256.25,1931,-0.55,0.23,0.22,1.12,450.47,2/14/2020 11:59
10260.86,2511,0.74,0.29,0.3,1.4,728.81,2/14/2020 12:59
10247.22,2654,0.3,0.26,0.23,1.47,682.03,2/14/2020 13:59
10231.3,2762,0.81,0.27,0.23,1.53,736.86,2/14/2020 14:59
10259,2472,-0.1,0.26,0.23,1.38,635,2/14/2020 15:59
10291.4,2554,-0.07,0.26,0.25,1.42,657.48,2/14/2020 16:59
10293.09,2361,0.23,0.23,0.23,1.31,546.39,2/14/2020 17:59
10362,2208,-0.2,0.21,0.2,1.23,471.38,2/14/2020 18:59
10363.85,2030,0.1,0.22,0.23,1.13,449.49,2/14/2020 19:59
10370.32,1860,0.66,0.21,0.2,1.03,389.55,2/14/2020 20:59
10347.35,2067,0.23,0.21,0.24,1.15,431.75,2/14/2020 21:59
10373.39,1727,-0.76,0.22,0.24,1.02,383.52,2/14/2020 22:59
10371.33,1792,0.54,0.18,0.21,1,328.51,2/14/2020 23:59
10353.1,1442,-0.04,0.21,0.24,0.8,302.49,2/15/2020 0:59
10263.19,1498,0.21,0.23,0.24,0.83,338.96,2/15/2020 1:59
10245.21,1335,0.41,0.23,0.25,0.74,303.18,2/15/2020 2:59
10281.89,1598,0.44,0.25,0.26,0.89,396.39,2/15/2020 3:59
10282.17,1526,0.09,0.24,0.27,0.85,363.33,2/15/2020 4:59
10232.4,1209,0.61,0.24,0.25,0.67,288.48,2/15/2020 5:59
10250.01,1355,0.85,0.25,0.25,0.75,333.51,2/15/2020 7:00
10235.83,1429,0.23,0.23,0.25,0.8,331.48,2/15/2020 7:59
10257.47,1680,0.05,0.26,0.25,0.93,434.63,2/15/2020 8:59
10268.15,1701,0.06,0.25,0.25,0.95,425.58,2/15/2020 9:59
10245.12,1608,-0.24,0.23,0.23,0.89,371.21,2/15/2020 10:59
10233.26,1572,0.15,0.24,0.24,0.87,375.88,2/15/2020 11:59
10241.69,1723,0.73,0.26,0.25,0.96,439.58,2/15/2020 12:59
10225.25,2317,0.55,0.3,0.26,1.29,695.84,2/15/2020 13:59
10238.74,2160,0.17,0.21,0.2,1.2,463.09,2/15/2020 14:59
9976.77,2207,0.49,0.19,0.2,1.23,422.6,2/15/2020 15:59
9891.92,2586,-0.49,0.16,0.17,1.44,416.7,2/15/2020 16:59
9842.99,2016,0.54,0.18,0.19,1.12,362.12,2/15/2020 17:59
9910.22,2421,-0.17,0.14,0.14,1.35,343.76,2/15/2020 18:59
9890.58,1988,0.07,0.19,0.2,1.11,370.95,2/15/2020 19:59
9892.01,1674,0.64,0.23,0.23,0.93,378.61,2/15/2020 20:59
9924.41,1637,0.27,0.19,0.18,0.91,313.95,2/15/2020 21:59
9931.01,1481,-0.13,0.19,0.2,0.82,274.86,2/15/2020 22:59
9911.22,1457,0.27,0.2,0.22,0.81,292.54,2/15/2020 23:59
9931.05,1269,0.58,0.2,0.2,0.71,250.66,2/16/2020 0:59
9931.26,1217,0.09,0.21,0.2,0.68,257.05,2/16/2020 1:59
10039.41,1211,-0.15,0.21,0.22,0.67,257.43,2/16/2020 2:59
10007.83,1333,0.5,0.22,0.23,0.74,298.8,2/16/2020 3:59
10025,1290,0.16,0.23,0.23,0.72,293.59,2/16/2020 4:59
9955.13,1237,-0.14,0.21,0.23,0.69,256.08,2/16/2020 5:59
9975.58,1252,0.35,0.21,0.23,0.7,258.45,2/16/2020 6:59
9968.7,1381,-0.09,0.19,0.2,0.77,258.04,2/16/2020 7:59
9993.9,1838,-0.15,0.21,0.23,1.02,384.14,2/16/2020 8:59
9974.54,1735,0.15,0.24,0.23,0.96,421.43,2/16/2020 9:59
9943.86,1771,0.95,0.22,0.23,0.98,385.18,2/16/2020 10:59
9924,1786,0.07,0.23,0.24,0.99,407.21,2/16/2020 11:59
9923.8,1871,0.26,0.26,0.25,1.04,481.97,2/16/2020 13:00
9945.97,2377,-0.63,0.23,0.24,1.32,550.5,2/16/2020 13:59
9904.09,2012,0.59,0.21,0.19,1.12,430.23,2/16/2020 14:59
9872.6,2194,-0.12,0.21,0.2,1.22,450.49,2/16/2020 15:59
9725,2395,0.83,0.19,0.2,1.33,455.7,2/16/2020 16:59
9760.47,2242,0.18,0.2,0.2,1.25,452.47,2/16/2020 17:59
9809.1,2038,0.22,0.21,0.24,1.13,427.58,2/16/2020 18:59
9766.7,1770,0.17,0.19,0.21,0.98,334.64,2/16/2020 19:59
9779.99,1582,0.18,0.2,0.2,0.88,323.16,2/16/2020 20:59
9768.01,1742,-0.21,0.22,0.22,0.97,387.6,2/16/2020 21:59
9874.28,1500,0.5,0.21,0.24,0.83,309.33,2/16/2020 22:59
9927.27,1435,0.12,0.22,0.23,0.8,311.08,2/16/2020 23:59
9869.62,1281,0.18,0.2,0.2,0.71,257.76,2/17/2020 0:59
9866.42,1208,0.43,0.18,0.19,0.67,223.41,2/17/2020 1:59
9848.01,1407,-0.04,0.2,0.21,0.78,282.39,2/17/2020 2:59
9826.45,1347,0.36,0.19,0.2,0.75,252.73,2/17/2020 3:59
9745,1226,0.58,0.22,0.24,0.68,275.32,2/17/2020 4:59
9775.54,1552,-0.09,0.24,0.24,0.86,379.48,2/17/2020 5:59
9783.78,1279,0.18,0.22,0.22,0.71,276.98,2/17/2020 6:59
9760.35,1914,0.45,0.25,0.26,1.06,478.87,2/17/2020 7:59
9813.33,1826,0.2,0.21,0.23,1.01,389.06,2/17/2020 8:59
9804.51,1635,0.18,0.23,0.24,0.91,376.57,2/17/2020 9:59
9736.58,1547,0.15,0.19,0.2,0.86,298.74,2/17/2020 10:59
9628.37,1712,0.46,0.19,0.18,1.03,318.8,2/17/2020 11:59
9650.74,2004,0.63,0.25,0.25,1.12,504.79,2/17/2020 12:59
9541.73,2264,-0.04,0.21,0.2,1.26,470.27,2/17/2020 13:59
9603.63,2488,0.66,0.22,0.22,1.38,558.27,2/17/2020 14:59
9653.1,2710,0.68,0.22,0.21,1.51,608.32,2/17/2020 15:59
9695.03,2490,0.07,0.23,0.22,1.38,564.12,2/17/2020 16:59
9657.42,2160,0.1,0.2,0.21,1.2,433.15,2/17/2020 17:59
9665,2262,-0.12,0.23,0.24,1.26,509.75,2/17/2020 18:59
9687.97,2201,0.08,0.21,0.23,1.22,470.88,2/17/2020 19:59
9631.29,1969,0.85,0.21,0.2,1.09,406.32,2/17/2020 20:59
9646.01,2056,0.79,0.2,0.23,1.14,421.07,2/17/2020 21:59
9632.01,1869,-0.06,0.22,0.24,1.04,405.96,2/17/2020 23:00
9699.2,1736,0.28,0.25,0.26,0.96,430.44,2/17/2020 23:59
9665.58,1587,0.34,0.22,0.23,0.88,351.61,2/18/2020 0:59
9729.81,1748,0.14,0.26,0.25,0.97,458.21,2/18/2020 1:59
9714.43,1598,0.36,0.27,0.28,0.89,435.86,2/18/2020 2:59
9733.52,1370,-0.08,0.24,0.24,0.76,334.07,2/18/2020 3:59
9808.77,1413,-0.26,0.24,0.25,0.79,345.81,2/18/2020 5:00
9800.88,1659,0.38,0.23,0.24,0.92,384.36,2/18/2020 5:59
9788.02,1757,0.24,0.23,0.24,0.98,404.5,2/18/2020 6:59
9807.5,1871,0.67,0.29,0.26,1.04,533.57,2/18/2020 7:59
9760.01,2144,0.63,0.27,0.27,1.19,577.44,2/18/2020 8:59
9701.17,2145,0.16,0.26,0.25,1.19,554.23,2/18/2020 9:59
9745.17,2063,0.19,0.26,0.24,1.15,528.66,2/18/2020 10:59
9731.92,2252,0.16,0.22,0.23,1.25,503.64,2/18/2020 11:59
9674.55,2166,0.68,0.24,0.23,1.21,518.2,2/18/2020 12:59
9650.01,2567,0.3,0.22,0.24,1.43,563.13,2/18/2020 13:59
9716.46,2398,-0.12,0.21,0.23,1.33,514.81,2/18/2020 14:59
9859.22,2707,0.38,0.24,0.25,1.5,643.45,2/18/2020 15:59
9940.7,3017,-0.04,0.24,0.25,1.68,718.5,2/18/2020 16:59
9973.9,2559,0.3,0.21,0.23,1.42,542.97,2/18/2020 18:00
9993.45,2415,0.7,0.22,0.25,1.34,532.82,2/18/2020 18:59
10069.18,2402,0.19,0.21,0.22,1.33,497.32,2/18/2020 20:00
10179.99,2294,0.25,0.19,0.22,1.27,441.08,2/18/2020 20:59
10160,2111,0.12,0.17,0.18,1.17,348.98,2/18/2020 21:59
10185.3,2126,0.54,0.2,0.23,1.18,431.15,2/18/2020 22:59
10185.1,1721,0.05,0.2,0.23,0.96,348.67,2/18/2020 23:59
10130.01,1568,-0.33,0.21,0.23,0.87,332.76,2/19/2020 0:59
10140.39,1480,0.56,0.22,0.24,0.82,321.6,2/19/2020 1:59
10175,1683,0.7,0.22,0.25,0.94,367.18,2/19/2020 2:59
10170.11,1477,0.29,0.21,0.23,0.82,304,2/19/2020 3:59
10131.32,1613,0.24,0.2,0.23,0.9,322.61,2/19/2020 4:59
10136.48,1441,-0.31,0.23,0.25,0.8,336.4,2/19/2020 5:59
10089.99,1591,-0.2,0.23,0.26,0.88,370.36,2/19/2020 6:59
10073.95,1605,-0.3,0.24,0.25,0.89,388.51,2/19/2020 7:59
10178.32,1965,0.27,0.24,0.26,1.09,470.48,2/19/2020 8:59
10136,2089,0.41,0.2,0.2,1.16,412.24,2/19/2020 9:59
10149.76,2790,0.08,0.19,0.08,1.55,523.03,2/19/2020 10:59
10221.77,3451,0.08,0.18,0.08,1.92,605.56,2/19/2020 11:59
10122.52,3296,0.17,0.19,0.08,1.83,622.52,2/19/2020 12:59
10134.66,3234,0.08,0.2,0.12,1.8,635.89,2/19/2020 13:59
10137.24,3095,0.36,0.19,0.15,1.72,594.54,2/19/2020 14:59
10138.5,3371,0.24,0.23,0.2,1.87,778.47,2/19/2020 15:59
10191.72,3719,0.28,0.26,0.23,2.07,950.14,2/19/2020 16:59
10179.45,3307,0.2,0.23,0.22,1.84,757,2/19/2020 17:59
10212.03,2844,0.55,0.23,0.2,1.58,641.71,2/19/2020 18:59
10165.86,2589,0.08,0.19,0.15,1.44,491.14,2/19/2020 19:59
10166.94,2603,0.33,0.19,0.18,1.45,507.52,2/19/2020 21:00
9617.29,3192,0.47,0.14,0.13,1.77,453.43,2/19/2020 21:59
9700,3126,-0.27,0.2,0.15,1.74,616.98,2/19/2020 22:59
9600.19,2646,0.46,0.21,0.16,1.47,558.16,2/19/2020 23:59
9626.68,2390,0.84,0.2,0.14,1.33,482.06,2/20/2020 0:59
9603,1991,-0.28,0.16,0.08,1.11,326.53,2/20/2020 1:59
9572.66,1994,-0.2,0.19,0.12,1.11,373.49,2/20/2020 2:59
9566.42,2011,0.63,0.17,0.08,1.12,334.1,2/20/2020 3:59
9574.45,1753,0.04,0.19,0.15,0.97,331.76,2/20/2020 4:59
9564.27,1914,-0.2,0.19,0.11,1.06,370.28,2/20/2020 5:59
9615,2593,0.17,0.29,0.25,1.44,751.21,2/20/2020 6:59
9593.47,2115,0.43,0.21,0.17,1.18,453.52,2/20/2020 8:00
9582.25,2234,0.25,0.18,0.16,1.24,411.57,2/20/2020 8:59
9603.01,2126,-0.41,0.21,0.16,1.18,440.03,2/20/2020 9:59
9603.66,2536,-0.21,0.26,0.21,1.41,647.41,2/20/2020 10:59
9571.18,2994,0.3,0.24,0.18,1.66,717.57,2/20/2020 11:59
9565.13,2902,-0.15,0.22,0.18,1.61,632.15,2/20/2020 12:59
9597.04,2579,-0.19,0.18,0.14,1.43,477.1,2/20/2020 13:59
9604.32,2678,0.22,0.2,0.17,1.49,527.02,2/20/2020 14:59
9578.61,2623,0.02,0.18,0.18,1.46,478.97,2/20/2020 15:59
9646.96,2825,0.06,0.2,0.18,1.57,560.45,2/20/2020 16:59
9508.51,2419,0.48,0.18,0.18,1.34,441.42,2/20/2020 17:59
9539.84,2305,0.26,0.18,0.17,1.28,423.28,2/20/2020 18:59
9555,2157,-0.04,0.21,0.18,1.2,442.88,2/20/2020 19:59
9587.74,1989,0.07,0.18,0.15,1.11,356.77,2/20/2020 20:59
9609.45,1951,-0.14,0.17,0.16,1.08,335.08,2/20/2020 21:59
9630,2284,0.05,0.2,0.18,1.27,447.5,2/20/2020 22:59
9610.05,1706,-0.21,0.18,0.16,0.95,310.81,2/20/2020 23:59
9605.98,1667,0.61,0.2,0.18,0.93,340,2/21/2020 0:59
9655.3,1683,-0.07,0.21,0.18,0.94,350.9,2/21/2020 1:59
9658.62,1550,0.08,0.22,0.19,0.86,336.95,2/21/2020 2:59
9715.08,1442,0.08,0.2,0.18,0.8,295.33,2/21/2020 3:59
9705.21,1367,0.31,0.21,0.18,0.76,282.23,2/21/2020 4:59
9688.46,1451,0.08,0.21,0.18,0.81,299.15,2/21/2020 5:59
9682.86,1606,0.19,0.2,0.19,0.89,327.79,2/21/2020 6:59
9690.07,1897,0.42,0.25,0.25,1.05,466.12,2/21/2020 7:59
9651.69,1903,0.61,0.22,0.22,1.06,422.81,2/21/2020 8:59
9676.65,1770,-0.03,0.24,0.23,0.98,422.07,2/21/2020 9:59
9703.22,2071,0.42,0.24,0.2,1.15,488.93,2/21/2020 10:59
9708.43,1938,0.37,0.21,0.18,1.08,406.62,2/21/2020 11:59
9761.69,2057,0.03,0.23,0.22,1.14,472.05,2/21/2020 12:59
9745.51,2398,0.08,0.23,0.22,1.33,557.55,2/21/2020 13:59
9689.12,2557,0.25,0.2,0.18,1.42,507.01,2/21/2020 14:59
9735.68,4131,0.23,0.07,-0.08,2.3,308.38,2/21/2020 15:59
9739.94,2491,0.36,0.2,0.22,1.39,504.72,2/21/2020 16:59
9716.79,2365,-0.04,0.21,0.2,1.31,507.92,2/21/2020 17:59
9715.26,1786,0.84,0.21,0.21,1.08,368.81,2/21/2020 18:59
9695.82,2249,-0.07,0.18,0.19,1.25,396.45,2/21/2020 19:59
9713.86,1947,0.54,0.17,0.18,1.08,326.99,2/21/2020 20:59
9674.14,1714,0.11,0.19,0.2,0.95,328.49,2/21/2020 21:59
9676.98,1550,0.04,0.17,0.18,0.86,266.34,2/21/2020 22:59
9698.69,1691,0.7,0.18,0.19,0.94,306.94,2/21/2020 23:59
9704.23,1557,-0.07,0.2,0.22,0.87,312.29,2/22/2020 0:59
9669.41,1744,0.62,0.21,0.23,0.97,372.82,2/22/2020 1:59
9660.74,1530,0.23,0.23,0.24,0.85,352.7,2/22/2020 2:59
9676.21,1234,-0.42,0.22,0.23,0.69,266.2,2/22/2020 3:59
9633.23,1362,0.1,0.22,0.21,0.76,293.32,2/22/2020 4:59
9629.24,1214,0.94,0.22,0.2,0.68,266.75,2/22/2020 5:59
9615.45,1464,0.28,0.22,0.19,0.81,319.74,2/22/2020 6:59
9609.69,1709,0.49,0.24,0.26,0.95,409.01,2/22/2020 7:59
9648.41,2376,-0.08,0.21,0.2,1.32,490.21,2/22/2020 8:59
9629.11,2030,0.1,0.23,0.24,1.13,457.28,2/22/2020 9:59
9641.66,1895,-0.08,0.24,0.25,1.06,458.7,2/22/2020 10:59
9655.33,2283,0.37,0.22,0.23,1.27,509.99,2/22/2020 11:59
9662.34,1900,-0.04,0.25,0.25,1.06,481.24,2/22/2020 12:59
9668.04,1935,0.94,0.24,0.23,1.08,466.01,2/22/2020 13:59
9662.24,2137,-0.06,0.2,0.2,1.19,423.49,2/22/2020 14:59
9643.94,2842,0.12,0.23,0.23,1.58,640.63,2/22/2020 15:59
9661.01,2222,-0.11,0.21,0.21,1.23,461.51,2/22/2020 16:59
9668.77,2160,0.2,0.19,0.19,1.2,403.72,2/22/2020 17:59
9680.01,1825,-0.17,0.23,0.24,1.01,412.83,2/22/2020 18:59
9690.34,1999,0.82,0.29,0.25,1.11,576.56,2/22/2020 19:59
9700.01,1681,0.72,0.21,0.22,0.93,358.42,2/22/2020 20:59
9695.84,1716,-0.1,0.25,0.25,0.95,423.31,2/22/2020 21:59
9683.41,1675,-0.43,0.25,0.25,0.93,415.97,2/22/2020 22:59
9668.62,1646,0.25,0.2,0.19,0.91,334.92,2/22/2020 23:59
9694.22,1413,0.2,0.24,0.22,0.79,341.37,2/23/2020 0:59
9680.6,1459,-0.01,0.26,0.26,0.81,379.45,2/23/2020 1:59
9700.47,1450,0.51,0.24,0.23,0.81,350.43,2/23/2020 2:59
9808.12,1318,0.63,0.27,0.26,0.73,355.51,2/23/2020 3:59
9870.78,1534,0.66,0.26,0.26,0.85,398.82,2/23/2020 4:59
9900,1539,-0.14,0.25,0.25,0.86,378.55,2/23/2020 5:59
9920.22,1571,0.48,0.28,0.27,0.87,434.81,2/23/2020 6:59
9911.62,1532,-0.12,0.28,0.27,0.85,425.24,2/23/2020 7:59
9908.76,2079,0.51,0.29,0.29,1.16,611.58,2/23/2020 8:59
9914.73,2156,0.46,0.25,0.24,1.2,538.89,2/23/2020 9:59
9874.55,2094,0.31,0.29,0.26,1.16,603.49,2/23/2020 10:59
9861.49,1928,0.52,0.28,0.26,1.07,537.22,2/23/2020 11:59
9870.18,2014,0.08,0.26,0.29,1.12,530.68,2/23/2020 12:59
9892.52,2194,0.08,0.19,0.23,1.22,406.36,2/23/2020 13:59
9924.95,2434,0.25,0.23,0.23,1.35,565.74,2/23/2020 14:59
9893.05,2194,0.33,0.24,0.24,1.22,520.3,2/23/2020 15:59
9900.31,2043,0.4,0.23,0.23,1.14,470.09,2/23/2020 16:59
9900.69,2118,0.08,0.23,0.24,1.18,493.73,2/23/2020 17:59
9905.04,2333,0.36,0.25,0.25,1.3,594.8,2/23/2020 18:59
9906.1,2026,0.11,0.22,0.21,1.13,444.34,2/23/2020 19:59
9884.02,1883,0.23,0.21,0.22,1.05,400.39,2/23/2020 20:59
9885.01,1662,0.08,0.19,0.18,0.92,315.03,2/23/2020 21:59
9930.95,1627,0.54,0.22,0.24,0.9,355.56,2/23/2020 22:59
9988.01,1718,-0.33,0.21,0.25,0.95,363.94,2/23/2020 23:59
9970.62,1510,0.08,0.2,0.2,0.84,298.07,2/24/2020 0:59
9908.91,1621,0.08,0.2,0.2,0.9,318.15,2/24/2020 1:59
9756.19,1723,0.32,0.21,0.2,0.96,359.51,2/24/2020 2:59
9774.82,1857,0.44,0.3,0.3,1.03,548.8,2/24/2020 3:59
9771.01,1643,-0.35,0.19,0.18,0.91,311.27,2/24/2020 4:59
9771.48,1634,0.03,0.26,0.24,0.91,422.78,2/24/2020 5:59
9736.73,1599,0.53,0.22,0.23,0.89,352.88,2/24/2020 6:59
9753.05,1828,0.21,0.21,0.22,1.02,383.77,2/24/2020 7:59
9765.94,1841,0.08,0.23,0.24,1.02,417.28,2/24/2020 8:59
9719.99,1789,0.33,0.24,0.24,1,432.48,2/24/2020 9:59
9755.86,1891,0.12,0.23,0.24,1.05,439.99,2/24/2020 10:59
9829.11,2441,0.49,0.19,0.18,1.36,455.12,2/24/2020 11:59
9803,2321,0.6,0.23,0.23,1.29,544.32,2/24/2020 12:59
9750.38,2451,0.18,0.22,0.24,1.36,538.54,2/24/2020 13:59
9754,2825,0.61,0.22,0.23,1.57,619.64,2/24/2020 14:59
9710.19,3174,0.71,0.2,0.23,1.76,648.52,2/24/2020 15:59
9655,3019,0.12,0.21,0.22,1.68,638.97,2/24/2020 16:59
9601.03,3266,0.6,0.22,0.24,1.82,718.4,2/24/2020 17:59
9580.44,2918,0.26,0.18,0.17,1.62,533.78,2/24/2020 18:59
9594.33,2455,0.63,0.22,0.24,1.36,541.53,2/24/2020 19:59
9592.21,2251,0.38,0.23,0.24,1.25,516.25,2/24/2020 20:59
9605.42,2159,0.08,0.19,0.2,1.2,399.48,2/24/2020 21:59
9640,1947,0.3,0.25,0.25,1.08,492.69,2/24/2020 22:59
9660,2078,0.76,0.23,0.25,1.15,486.93,2/24/2020 23:59
9616.34,1810,0.18,0.23,0.24,1.01,419.1,2/25/2020 0:59
9588.41,1739,0.08,0.24,0.24,0.97,418.03,2/25/2020 1:59
9610.29,1583,0.22,0.25,0.25,0.88,393.33,2/25/2020 2:59
9583.37,1684,0.29,0.26,0.26,0.94,431.13,2/25/2020 3:59
9573,1512,0.42,0.25,0.25,0.84,373.98,2/25/2020 4:59
9552.16,1817,0.79,0.22,0.23,1.01,402.95,2/25/2020 5:59
9545,1610,-0.43,0.22,0.2,0.89,361.7,2/25/2020 6:59
9520.85,2233,0.6,0.28,0.25,1.24,633.21,2/25/2020 7:59
9553.59,2281,0.57,0.26,0.27,1.27,603.97,2/25/2020 8:59
9570.09,2084,0.1,0.24,0.24,1.16,508.59,2/25/2020 9:59
9559.04,1979,0.51,0.25,0.25,1.1,504.43,2/25/2020 10:59
9631.51,2123,0.1,0.23,0.25,1.18,489.21,2/25/2020 11:59
9619.42,2529,0.15,0.19,0.23,1.41,489.89,2/25/2020 12:59
9575,2331,0.26,0.2,0.2,1.3,458.18,2/25/2020 13:59
9396.15,2751,0.7,0.21,0.24,1.53,572.69,2/25/2020 14:59
9380.26,2518,0.28,0.21,0.24,1.4,528.84,2/25/2020 15:59
9307.13,3158,0.18,0.25,0.29,1.75,804.01,2/25/2020 16:59
9332.74,2720,0.15,0.2,0.23,1.51,551.11,2/25/2020 17:59
9372.25,2548,0.54,0.21,0.23,1.42,540.04,2/25/2020 18:59
9342.84,2645,0.23,0.23,0.2,1.47,596.63,2/25/2020 19:59
9316.74,2827,0.14,0.22,0.25,1.57,630.42,2/25/2020 20:59
9379.25,2346,0.54,0.22,0.23,1.3,517,2/25/2020 21:59
9389.99,2256,0.19,0.24,0.26,1.25,548.91,2/25/2020 22:59
9304.99,2086,0.5,0.26,0.26,1.16,551.98,2/25/2020 23:59
9304.69,1677,-0.25,0.21,0.23,0.93,357.09,2/26/2020 0:59
9193.96,1705,0.22,0.2,0.2,0.95,332.63,2/26/2020 1:59
9194.99,1823,0.84,0.23,0.23,1.01,413.94,2/26/2020 2:59
9144.41,1964,0.86,0.23,0.25,1.09,445.37,2/26/2020 3:59
9166.44,1782,0.36,0.24,0.26,0.99,423.79,2/26/2020 4:59
9188.85,1984,0.26,0.2,0.24,1.1,404.92,2/26/2020 5:59
9208,1642,0.52,0.21,0.23,0.91,340.34,2/26/2020 7:00
9129.8,1923,0.18,0.23,0.25,1.07,441.68,2/26/2020 7:59
9177.37,2217,0.26,0.24,0.26,1.23,536.43,2/26/2020 8:59
9112.81,2041,0.07,0.22,0.22,1.13,445.66,2/26/2020 9:59
9159.44,1885,-0.23,0.27,0.26,1.05,504.12,2/26/2020 10:59
9142.8,1859,-0.36,0.19,0.2,1.03,344.76,2/26/2020 11:59
9269.9,2188,-0.25,0.23,0.24,1.22,502.23,2/26/2020 12:59
9073.34,2134,-0.25,0.21,0.25,1.23,447.3,2/26/2020 13:59
9027.94,2828,-0.05,0.21,0.21,1.57,585.25,2/26/2020 14:59
8981.01,2649,-0.31,0.2,0.23,1.47,542.71,2/26/2020 16:00
8734.44,3357,0.31,0.19,0.22,1.87,645,2/26/2020 16:59
8710.28,2796,-0.15,0.2,0.21,1.55,554.36,2/26/2020 17:59
8832.59,2556,0.44,0.19,0.18,1.42,486.21,2/26/2020 18:59
8823.75,1954,0.37,0.2,0.22,1.09,382.03,2/26/2020 19:59
8795.22,2131,0.42,0.19,0.2,1.18,415.4,2/26/2020 20:59
8745.63,1886,0.49,0.2,0.22,1.05,372.66,2/26/2020 21:59
8781.62,1810,0.13,0.18,0.2,1.01,332.87,2/26/2020 22:59
8780.23,1485,-0.21,0.19,0.19,0.83,277.1,2/26/2020 23:59
8639.12,1479,0.06,0.19,0.2,0.82,286.46,2/27/2020 0:59
8688.5,1575,0.39,0.2,0.21,0.88,313.42,2/27/2020 1:59
8690.99,1422,0.5,0.22,0.22,0.79,313.35,2/27/2020 2:59
8732.75,1460,0.08,0.23,0.24,0.81,334.42,2/27/2020 3:59
8713.55,1446,0.78,0.23,0.22,0.8,336.26,2/27/2020 4:59
8758.73,1528,0.69,0.28,0.32,0.85,433.4,2/27/2020 5:59
8807.78,1686,0.56,0.23,0.26,0.94,391.17,2/27/2020 6:59
8813.21,1804,-0.31,0.24,0.29,1,441.77,2/27/2020 7:59
8786.15,1747,-0.1,0.22,0.22,0.97,385.71,2/27/2020 8:59
8748.04,1864,0.04,0.25,0.3,1.04,470.78,2/27/2020 9:59
8812.87,1692,0.73,0.23,0.25,0.94,390.72,2/27/2020 10:59
8808.88,1745,-0.1,0.25,0.26,0.97,430.65,2/27/2020 11:59
8774.92,2186,-0.28,0.26,0.27,1.21,566.56,2/27/2020 12:59
8830.79,2426,0.05,0.24,0.24,1.35,582.94,2/27/2020 13:59
8859.3,2277,0.83,0.22,0.24,1.27,504.92,2/27/2020 14:59
8849.19,2698,0.63,0.22,0.21,1.5,603.46,2/27/2020 15:59
8940.81,2703,-0.09,0.23,0.23,1.5,616.65,2/27/2020 16:59
8918.4,2258,0.34,0.2,0.21,1.25,449.08,2/27/2020 17:59
8887.83,2339,-0.18,0.24,0.25,1.3,552.59,2/27/2020 18:59
8909.09,2302,0.54,0.25,0.25,1.28,582.83,2/27/2020 19:59
8888.28,2001,0.01,0.23,0.25,1.11,452.19,2/27/2020 20:59
8755.46,2024,0.78,0.2,0.21,1.12,409.18,2/27/2020 21:59
8792.65,1914,-0.08,0.23,0.24,1.06,444.46,2/27/2020 22:59
8810.57,1697,-0.07,0.23,0.24,0.94,396.56,2/27/2020 23:59
8856.92,1732,0.05,0.22,0.23,0.96,386.59,2/28/2020 0:59
8894.27,1602,0.2,0.26,0.26,0.89,417.3,2/28/2020 1:59
8874.08,1464,0.05,0.22,0.23,0.81,327.41,2/28/2020 2:59
8847.01,1953,0.25,0.27,0.25,1.09,531.08,2/28/2020 3:59
8837.36,1603,-0.14,0.2,0.2,0.89,327.36,2/28/2020 4:59
8789.99,1670,0.14,0.22,0.21,0.93,371.94,2/28/2020 5:59
8782.93,1552,0.32,0.2,0.22,0.86,317.96,2/28/2020 6:59
8729.21,1509,-0.59,0.22,0.22,0.84,329.73,2/28/2020 7:59
8711.24,1673,0.57,0.22,0.21,0.93,361.82,2/28/2020 8:59
8603.12,1851,0.03,0.27,0.3,1.03,507.53,2/28/2020 10:00
8582.67,1815,-0.15,0.21,0.23,1.01,376.96,2/28/2020 10:59
8573.66,1861,0.42,0.25,0.25,1.04,462.97,2/28/2020 11:59
8511.65,2206,0.18,0.22,0.21,1.23,491.97,2/28/2020 12:59
8660.01,2277,0.11,0.23,0.23,1.27,528.4,2/28/2020 13:59
8660,3206,-0.41,0.24,0.25,1.78,757.18,2/28/2020 14:59
8713.47,2532,-0.29,0.22,0.23,1.41,552.88,2/28/2020 15:59
8636.44,2628,0.03,0.16,0.15,1.46,420.86,2/28/2020 16:59
