BTC_PRICE,COUNT,LAST,MEAN,MEDIAN,RATE,SUM,Timestamp
6204.39,3249,0.04,0.2,0.24,1.81,664.74,3/19/2020 16:59
6356.85,2943,-0.03,0.22,0.25,1.64,656.43,3/19/2020 17:59
6146.76,2664,-0.13,0.17,0.2,1.48,448.67,3/19/2020 18:59
6237.95,2510,-0.15,0.16,0.17,1.39,407.63,3/19/2020 19:59
6256.82,2308,0.32,0.17,0.2,1.28,396.39,3/19/2020 20:59
6261.77,1850,0.67,0.18,0.2,1.03,326.09,3/19/2020 21:59
6301.56,1857,0.35,0.14,0.15,1.03,251.57,3/19/2020 22:59
6185,1860,0.15,0.19,0.22,1.03,353.37,3/19/2020 23:59
6236.41,1749,0.27,0.19,0.22,0.97,331.99,3/20/2020 0:59
6184.73,1500,0.07,0.21,0.24,0.83,309.32,3/20/2020 1:59
6159.81,1711,-0.11,0.19,0.16,0.95,326.36,3/20/2020 2:59
6159.69,1748,0.25,0.21,0.19,0.97,367.51,3/20/2020 3:59
6198.33,1349,0.32,0.22,0.25,0.75,301.97,3/20/2020 4:59
6228.49,1852,0.53,0.23,0.24,1.03,430.76,3/20/2020 5:59
6255.1,1846,0.07,0.21,0.2,1.03,390.03,3/20/2020 6:59
6321.92,1730,-0.31,0.22,0.24,0.96,383.73,3/20/2020 7:59
6621.98,2351,0.26,0.22,0.24,1.31,510.07,3/20/2020 8:59
6777.66,2124,0.66,0.24,0.26,1.18,510.19,3/20/2020 9:59
6877.03,2515,-0.31,0.22,0.25,1.4,541.4,3/20/2020 10:59
6685.22,2427,0.6,0.22,0.24,1.35,528.93,3/20/2020 11:59
6629.5,2664,-0.03,0.22,0.25,1.48,579.03,3/20/2020 12:59
6554.57,2816,0.48,0.23,0.26,1.57,658.64,3/20/2020 13:59
6629.94,2616,0.39,0.2,0.22,1.45,524.1,3/20/2020 14:59
6627.37,26392,0.26,0.18,0.15,14.66,4816.44,3/20/2020 15:59
6447.8,17531,0.15,0.19,0.15,9.74,3270.79,3/20/2020 16:59
6425.04,12365,0.26,0.18,0.15,6.87,2266.75,3/20/2020 17:59
6207.6,9385,0.45,0.18,0.15,5.21,1720.12,3/20/2020 18:59
6201.84,19316,0.26,0.18,0.15,10.73,3536.76,3/20/2020 19:59
5982.21,15947,0.15,0.18,0.15,8.86,2904.1,3/20/2020 20:59
6193.05,10925,0.26,0.18,0.15,6.07,2019.07,3/20/2020 21:59
6166.61,17124,0.26,0.18,0.15,9.51,3100.93,3/20/2020 22:59
6206.58,10934,0.15,0.18,0.15,6.08,2000.05,3/20/2020 23:59
6143.1,17116,0.6,0.19,0.15,9.51,3204.23,3/21/2020 0:59
6289.51,13982,0.26,0.18,0.15,7.77,2556.77,3/21/2020 2:00
6276.37,7722,0.15,0.19,0.15,4.29,1452.12,3/21/2020 2:59
6264.5,3573,0.26,0.18,0.15,1.99,645.9,3/21/2020 3:59
6174.43,2553,0.33,0.21,0.15,1.42,529.83,3/21/2020 5:00
6116.44,2014,0.49,0.22,0.17,1.12,447.31,3/21/2020 5:59
6238.94,1714,0.17,0.22,0.17,0.95,382.09,3/21/2020 6:59
6157.39,1558,-0.15,0.2,0.18,0.87,317.91,3/21/2020 8:00
6117.26,1653,0.3,0.24,0.25,0.92,393.74,3/21/2020 8:59
5986.97,1974,0.5,0.24,0.26,1.1,467.05,3/21/2020 9:59
5975,1851,0.24,0.24,0.26,1.03,453.15,3/21/2020 10:59
6117.11,2254,0.15,0.29,0.3,1.25,663.5,3/21/2020 11:59
6136.71,2504,0.15,0.24,0.26,1.39,611.28,3/21/2020 12:59
6160.68,2340,-0.34,0.22,0.2,1.3,512.85,3/21/2020 13:59
6164.48,2240,0.25,0.24,0.26,1.33,539.87,3/21/2020 14:59
6215,2472,0.08,0.22,0.21,1.37,546.28,3/21/2020 15:59
6141.28,2379,-0.05,0.21,0.22,1.32,501.37,3/21/2020 16:59
6088.6,2335,-0.18,0.23,0.23,1.3,539.12,3/21/2020 17:59
6219.48,2080,-0.25,0.21,0.23,1.16,439.63,3/21/2020 18:59
6225.77,2091,0.37,0.21,0.2,1.16,445.2,3/21/2020 19:59
6336.15,2015,0.24,0.24,0.25,1.06,483.64,3/21/2020 20:59
6175.65,1858,-0.15,0.23,0.25,1.16,422.81,3/21/2020 21:59
6170,1562,0.23,0.2,0.2,0.89,312.9,3/21/2020 22:59
6186.94,1542,0.27,0.23,0.22,0.89,350.49,3/21/2020 23:59
6215.86,1497,0.15,0.25,0.25,0.83,370.51,3/22/2020 0:59
6268.74,1512,0.15,0.28,0.31,0.91,423.57,3/22/2020 1:59
6286.85,1655,0.5,0.3,0.31,0.89,493.43,3/22/2020 2:59
6356.64,1555,0.05,0.31,0.33,0.75,484.62,3/22/2020 3:59
6309.35,1437,0.55,0.29,0.32,0.8,417.84,3/22/2020 4:59
6372.62,1644,-0.18,0.26,0.28,0.86,426.8,3/22/2020 5:59
6311.02,1479,0.15,0.27,0.29,0.78,399.06,3/22/2020 6:59
6297.62,1802,-0.47,0.3,0.36,1.04,544.77,3/22/2020 7:59
6258,1665,0.2,0.29,0.32,0.91,474.56,3/22/2020 8:59
6319.77,1920,-0.24,0.23,0.26,1.1,446,3/22/2020 10:00
6268.07,1889,0.29,0.27,0.29,1.08,514.21,3/22/2020 10:59
6157.82,1801,0.55,0.23,0.25,1.04,405.77,3/22/2020 11:59
6042.79,1927,-0.08,0.25,0.26,1.12,482.79,3/22/2020 12:59
6076.14,2245,0.22,0.28,0.3,1.42,628.07,3/22/2020 13:59
6083.88,2557,0.36,0.27,0.29,1.68,691.03,3/22/2020 14:59
6094,2276,0.44,0.25,0.26,0,565.75,3/22/2020 15:59
6047.99,2040,-0.21,0.26,0.27,1.15,538.52,3/22/2020 16:59
6020.24,1933,0.76,0.22,0.23,1.12,421.79,3/22/2020 17:59
6006.81,1994,0.29,0.24,0.26,1.07,486.67,3/22/2020 18:59
5918.19,1587,0.29,0.19,0.22,0.66,298.01,3/22/2020 19:59
5941.26,1630,-0.08,0.16,0.15,1.09,264.97,3/22/2020 20:59
6066.76,1616,-0.08,0.14,0.14,0.92,233.58,3/22/2020 21:59
5879.39,1630,-0.35,0.18,0.16,1,292.75,3/22/2020 22:59
5823.15,1647,0.17,0.2,0.2,0.9,322.45,3/22/2020 23:59
5908.61,1333,0.1,0.2,0.19,0.73,272.5,3/23/2020 0:59
5880.01,1322,0.13,0.23,0.23,0.78,304.46,3/23/2020 1:59
5909.47,1535,-0.63,0.21,0.21,0.93,329.74,3/23/2020 2:59
5961.77,1465,0.3,0.27,0.26,0.83,391.16,3/23/2020 4:00
5910.25,1420,0.58,0.24,0.25,0.81,345.15,3/23/2020 4:59
5888.85,1313,0.31,0.23,0.25,0.67,305.81,3/23/2020 5:59
5927.94,1633,0.3,0.18,0.15,0.84,286.91,3/23/2020 6:59
5869,1807,0.12,0.22,0.25,1.15,398.99,3/23/2020 7:59
5784.67,1787,-0.25,0.19,0.19,1.07,348.06,3/23/2020 8:59
5812.12,2033,0.48,0.18,0.18,1.16,365.66,3/23/2020 9:59
5882.84,2026,0.51,0.19,0.18,1.16,379.89,3/23/2020 10:59
5860,1948,-0.17,0.2,0.18,1.21,382.21,3/23/2020 11:59
6341.19,2595,-0.24,0.15,0.15,1.66,384.73,3/23/2020 12:59
6293.03,2475,0.01,0.18,0.18,1.3,434.57,3/23/2020 13:59
6232.3,2574,0.35,0.19,0.17,1.46,485.13,3/23/2020 14:59
6240.66,2330,-0.19,0.17,0.19,1.69,403.51,3/23/2020 15:59
6397.67,2200,0.12,0.19,0.19,1.34,422.58,3/23/2020 16:59
6298.19,2163,0.02,0.21,0.23,1.2,444.76,3/23/2020 17:59
6270.48,1912,0.28,0.17,0.17,0.97,316.64,3/23/2020 18:59
6292.72,1677,-0.25,0.19,0.17,0.88,310.58,3/23/2020 19:59
6411,1879,0.12,0.17,0.17,1.07,316.55,3/23/2020 20:59
6458.63,1703,0.32,0.18,0.18,0.97,302.17,3/23/2020 21:59
6461.14,1478,-0.08,0.19,0.19,0.85,287.79,3/23/2020 22:59
6503,1573,0.05,0.19,0.19,0.88,293.11,3/23/2020 23:59
6607.87,1503,0.36,0.21,0.24,0.79,309.22,3/24/2020 0:59
6570.77,1432,0.15,0.18,0.17,0.86,264.65,3/24/2020 1:59
6632,1521,0.32,0.22,0.18,0.89,336.58,3/24/2020 2:59
6551.85,1502,0.66,0.24,0.25,0.86,362.78,3/24/2020 3:59
6450,1398,0.17,0.2,0.2,0.81,286.05,3/24/2020 4:59
6503.22,1287,0.52,0.25,0.26,0.75,326.31,3/24/2020 5:59
6587.97,1331,-0.33,0.23,0.23,0.77,312.01,3/24/2020 6:59
6592.06,1552,0.05,0.25,0.23,0.85,393.86,3/24/2020 7:59
6763.6,2423,0.04,0.32,0.25,1.3,767.07,3/24/2020 8:59
6787.69,1987,0.32,0.31,0.28,1.25,617.54,3/24/2020 9:59
6744.05,2270,0.07,0.31,0.29,1.42,708.12,3/24/2020 10:59
6767.29,2265,0.25,0.29,0.26,1.25,653.42,3/24/2020 11:59
6692.59,2235,-0.21,0.24,0.19,1.17,528.97,3/24/2020 12:59
6710.47,2539,0.49,0.27,0.23,1.49,673.44,3/24/2020 13:59
6654.13,2414,-0.45,0.24,0.22,1.37,581.17,3/24/2020 14:59
6617.81,2200,-0.15,0.23,0.2,1.28,508.94,3/24/2020 15:59
6640.53,2407,-0.33,0.23,0.21,1.41,546.32,3/24/2020 16:59
6680.01,2509,0.47,0.23,0.18,1.42,569.88,3/24/2020 18:00
6674.51,2102,0.71,0.26,0.25,1.47,552.65,3/24/2020 18:59
6720,2180,0.37,0.17,0.15,1.25,365.42,3/24/2020 19:59
6754.26,1871,0.44,0.23,0.2,1.03,422.47,3/24/2020 20:59
6715.82,1719,0.08,0.22,0.19,1.18,376.36,3/24/2020 21:59
6786.83,1770,0.55,0.19,0.17,1.04,337.01,3/24/2020 22:59
6766.72,1750,0.47,0.17,0.15,0.95,303.21,3/24/2020 23:59
6715.05,1589,0.24,0.19,0.19,0.8,305.53,3/25/2020 0:59
6622.22,1672,0.91,0.19,0.18,1.02,313.65,3/25/2020 1:59
6606.64,1526,-0.21,0.21,0.2,0.85,322.07,3/25/2020 2:59
6569.22,1439,0.74,0.2,0.2,0.9,293.46,3/25/2020 3:59
6618,1464,-0.19,0.21,0.2,0.81,302.66,3/25/2020 4:59
6718.22,1449,0.65,0.19,0.19,0.81,273.48,3/25/2020 5:59
6701.44,1659,-0.09,0.22,0.22,1.04,359.86,3/25/2020 6:59
6695.22,1666,0.33,0.21,0.24,0.86,352.69,3/25/2020 7:59
6804.18,1627,0.3,0.24,0.25,0.91,392.94,3/25/2020 8:59
6895.2,2085,0.5,0.25,0.31,1.15,521.6,3/25/2020 9:59
6604.77,2213,0.2,0.27,0.32,1.16,592.75,3/25/2020 10:59
6532.08,2102,0.44,0.25,0.28,1.23,531.52,3/25/2020 11:59
6610.74,1973,0.44,0.22,0.24,1.23,432.92,3/25/2020 12:59
6603.43,2428,0.28,0.25,0.24,1.27,617.18,3/25/2020 13:59
6654.37,2202,0.5,0.22,0.23,1.22,494.25,3/25/2020 14:59
6650.31,2096,-0.31,0.2,0.2,1.2,412.63,3/25/2020 15:59
6679.11,2261,0.49,0.19,0.18,1.27,440.64,3/25/2020 16:59
6659.66,2276,-0.18,0.23,0.25,1.21,514.64,3/25/2020 17:59
6671.74,1765,-0.18,0.22,0.22,1.01,389.96,3/25/2020 18:59
6625.4,1889,-0.24,0.2,0.22,1.05,368.63,3/25/2020 19:59
6598,1802,0.17,0.23,0.26,1.08,421.67,3/25/2020 20:59
6600.11,1555,0.49,0.19,0.2,0.91,296.29,3/25/2020 21:59
6693.07,1570,0.2,0.21,0.22,0.97,335.88,3/25/2020 22:59
6691.49,1660,-0.27,0.21,0.23,0.93,353.15,3/25/2020 23:59
6760.68,1464,0.07,0.2,0.2,0.84,290.47,3/26/2020 0:59
6709.74,1354,-0.17,0.21,0.2,0.75,285.84,3/26/2020 1:59
6705.83,1436,0.17,0.2,0.2,0.65,284.57,3/26/2020 2:59
6755.07,1367,0.08,0.2,0.2,0.81,273.11,3/26/2020 3:59
6702.97,1472,0.82,0.27,0.25,0.75,397.32,3/26/2020 5:00
6637.02,1275,0.66,0.23,0.24,0.86,297.21,3/26/2020 5:59
6650.02,1830,0.5,0.28,0.23,0.98,506.19,3/26/2020 6:59
6600.36,1724,0.36,0.26,0.35,1.19,450.04,3/26/2020 7:59
6623.41,1747,0.33,0.3,0.32,0.97,523.16,3/26/2020 8:59
6638.1,2449,-0.29,0.35,0.4,1.32,852.26,3/26/2020 9:59
6628.66,2230,0.36,0.35,0.41,1.39,784.39,3/26/2020 10:59
6620,2771,0.36,0.36,0.44,1.57,1006.18,3/26/2020 11:59
6630.18,2594,0.24,0.33,0.39,1.62,855.74,3/26/2020 12:59
6645.6,2865,0.55,0.29,0.3,1.72,835.25,3/26/2020 13:58
6604.13,2390,0.35,0.3,0.31,1.43,722.46,3/26/2020 14:59
6634.47,2647,0.26,0.27,0.28,1.45,722.08,3/26/2020 15:59
6661.28,2423,-0.19,0.27,0.29,1.44,663.16,3/26/2020 16:59
6652.01,2212,-0.22,0.25,0.29,1.27,560.91,3/26/2020 17:59
6669.1,2003,0.25,0.26,0.26,1.18,518.9,3/26/2020 18:59
6679.58,2198,0.35,0.25,0.27,1.18,548.84,3/26/2020 19:59
6745.95,1909,0.16,0.21,0.24,1.12,407.81,3/26/2020 20:59
6736.78,1727,0.25,0.19,0.23,0.95,333.35,3/26/2020 21:59
6720.42,1951,0.14,0.21,0.25,1.26,410.35,3/26/2020 22:59
6760.03,1545,0.68,0.25,0.28,0.93,388.22,3/26/2020 23:59
6836.17,1594,0.55,0.24,0.26,0.96,384.12,3/27/2020 0:59
6825.08,1584,0.53,0.29,0.33,0.86,459.83,3/27/2020 1:59
6809,1793,-0.17,0.29,0.31,1.06,515.87,3/27/2020 2:59
6816.26,1566,0.41,0.26,0.29,0.88,404.25,3/27/2020 3:59
6759.94,1726,0.6,0.34,0.38,0.93,578.57,3/27/2020 4:59
6666.64,1768,0.09,0.31,0.38,1.04,548.29,3/27/2020 5:59
6686.26,1942,0.36,0.31,0.36,1.06,604.28,3/27/2020 6:59
6727.81,1897,0.47,0.25,0.28,1.02,476.16,3/27/2020 7:59
6691.55,1703,0.46,0.26,0.28,0.9,446.37,3/27/2020 8:59
6670.5,1994,-0.04,0.19,0.22,1.24,381.88,3/27/2020 9:59
6659.39,1977,-0.02,0.24,0.26,1.13,467.77,3/27/2020 10:59
6632.2,2163,0.28,0.29,0.36,1.27,637.22,3/27/2020 11:59
6643.28,2121,0.15,0.27,0.28,1.17,567.5,3/27/2020 12:59
6601.67,2402,0.46,0.24,0.25,1.48,583.78,3/27/2020 13:59
6627.49,2302,0.19,0.26,0.29,1.47,607.61,3/27/2020 14:59
6637.58,2161,0.72,0.23,0.25,1.26,505.34,3/27/2020 15:59
6646.6,2043,0.14,0.21,0.22,1.13,433.52,3/27/2020 16:59
6645.01,1891,0.17,0.21,0.21,1.07,404.62,3/27/2020 17:59
6657.07,1705,0.44,0.2,0.2,0.95,339.5,3/27/2020 18:59
6666.01,1731,-0.06,0.18,0.2,1.02,318.51,3/27/2020 19:59
6682,1595,0.15,0.22,0.22,0.93,348.8,3/27/2020 20:59
6686.67,1484,0.23,0.17,0.19,0.87,259.58,3/27/2020 21:59
6672.55,1539,0.18,0.17,0.17,0.86,262.1,3/27/2020 23:00
6372.36,1382,0.12,0.17,0.17,0.77,240.37,3/28/2020 0:00
6314.09,1334,0.07,0.17,0.18,0.66,225.74,3/28/2020 0:59
6274.36,1659,-0.43,0.13,0.16,0.9,209.06,3/28/2020 1:59
6256.25,1519,-0.15,0.23,0.24,0.78,351.04,3/28/2020 2:59
6128.8,1360,0.07,0.15,0.16,0.7,209.84,3/28/2020 3:59
6176.58,1676,-0.11,0.19,0.21,0.94,326.02,3/28/2020 5:00
6165,1391,0.37,0.22,0.22,0.8,306.09,3/28/2020 5:59
6162.92,1437,0.68,0.24,0.24,0.77,347.47,3/28/2020 6:59
6196.21,1502,0.48,0.25,0.27,0.84,382.48,3/28/2020 7:59
6270.01,1402,0.53,0.25,0.25,0.81,351.46,3/28/2020 8:59
6267.22,1356,0.65,0.24,0.24,0.79,329.69,3/28/2020 9:59
6271.09,1446,0.1,0.25,0.26,0,364.34,3/28/2020 10:59
6243,1869,0.3,0.19,0.22,1.01,358.08,3/28/2020 11:59
6247.72,1816,0.08,0.23,0.22,1.09,413.15,3/28/2020 12:59
6240,1873,0.61,0.24,0.25,1.1,440.62,3/28/2020 13:59
6253.26,1991,0.63,0.28,0.31,1.29,553.51,3/28/2020 14:59
6230,2249,0.59,0.24,0.24,1.34,549.66,3/28/2020 15:59
6244.13,2119,0.21,0.22,0.24,1.25,465.11,3/28/2020 16:59
6065.14,1881,0.25,0.19,0.2,1.08,350.48,3/28/2020 17:59
6180.49,1795,0.45,0.2,0.21,0.86,351.92,3/28/2020 18:59
6232.12,2045,-0.17,0.25,0.26,1.19,514.44,3/28/2020 19:58
6262.11,2065,-0.3,0.14,0.15,1.3,282.09,3/28/2020 20:59
6234.68,1862,0.3,0.13,0.12,0.94,237.61,3/28/2020 21:59
6223.53,1853,-0.05,0.2,0.24,1.05,371.65,3/28/2020 22:58
6251.22,1559,0.16,0.29,0.31,0.85,447.73,3/28/2020 23:59
6220.57,1634,0.96,0.19,0.19,0.96,318.53,3/29/2020 0:59
6224.97,1357,-0.01,0.23,0.22,0.76,306.33,3/29/2020 2:00
6214.72,1329,0.16,0.24,0.25,0.8,320.64,3/29/2020 2:59
6216.11,1145,0.43,0.24,0.24,0.75,276.92,3/29/2020 4:00
6214.98,1354,0.09,0.26,0.27,0.65,356.6,3/29/2020 4:59
6157.18,1460,0.05,0.28,0.28,1.03,408.18,3/29/2020 5:59
6157.85,1356,0.19,0.26,0.25,0,352.42,3/29/2020 6:59
6157.32,1505,0.07,0.25,0.24,0.87,375.25,3/29/2020 7:59
6133.83,1469,0.25,0.26,0.27,0.84,384.99,3/29/2020 8:59
6091.28,1494,0.2,0.26,0.27,0.85,390.26,3/29/2020 9:59
6177.23,1968,0.34,0.22,0.21,1.27,436.66,3/29/2020 10:59
6138.01,1860,0.63,0.26,0.3,1.01,486.02,3/29/2020 11:59
6126.22,1864,0.71,0.25,0.27,1.15,464.02,3/29/2020 12:59
6125.75,2082,-0.05,0.25,0.25,1.23,515.09,3/29/2020 13:59
6146.63,2175,0.1,0.24,0.21,1.28,513.56,3/29/2020 14:59
6134.31,1756,0.68,0.26,0.27,1.06,452.64,3/29/2020 15:59
6088.88,2261,0.07,0.27,0.25,1.39,612.3,3/29/2020 16:59
6106.4,1851,0.57,0.24,0.25,0.92,439.61,3/29/2020 17:59
6067,1558,0.37,0.23,0.24,0.95,358.01,3/29/2020 18:59
5902,2723,-0.25,0.11,0.11,1.73,295.93,3/29/2020 19:59
5949.2,1935,0.4,0.23,0.25,1.09,439.88,3/29/2020 20:59
5908.98,1760,0.39,0.21,0.25,0.89,377,3/29/2020 21:59
5910.7,1381,0.1,0.2,0.2,0.73,273.32,3/29/2020 22:59
5879.11,1391,0.14,0.24,0.25,0.88,333.85,3/29/2020 23:59
5900.7,1559,-0.16,0.28,0.28,0.89,443.88,3/30/2020 0:59
5943.59,1497,0.17,0.22,0.25,0.83,324.51,3/30/2020 1:59
5994.01,1602,0.24,0.25,0.24,0.98,396.05,3/30/2020 2:59
6010,1765,0.62,0.24,0.24,1.08,429.63,3/30/2020 3:59
6043.36,1600,-0.32,0.24,0.24,0.86,391.98,3/30/2020 4:59
6212.26,1835,0.24,0.28,0.29,0.96,504.72,3/30/2020 5:59
6234.96,1581,0.41,0.26,0.26,0.79,414.21,3/30/2020 6:59
6258,1842,0.01,0.24,0.24,1.16,434.73,3/30/2020 7:59
6288.7,1608,-0.15,0.24,0.26,0.99,391.28,3/30/2020 8:59
6260.94,1654,-0.02,0.22,0.25,0.99,370.48,3/30/2020 9:59
6296,1779,0.3,0.26,0.3,1.08,463.71,3/30/2020 10:59
6381.07,2007,0.85,0.27,0.27,1.14,538.25,3/30/2020 11:59
6322.09,2098,0.68,0.27,0.26,1.14,563.31,3/30/2020 12:59
6320,2019,0.21,0.24,0.25,0.96,482.47,3/30/2020 13:59
6340.95,2201,0.3,0.26,0.29,1.38,582.8,3/30/2020 14:59
6355.77,2049,0.25,0.27,0.3,1.23,547.7,3/30/2020 15:59
6389.17,2025,0.68,0.25,0.27,1.28,505.9,3/30/2020 16:59
6369,2009,0.42,0.24,0.27,1.13,475.81,3/30/2020 17:59
6376.79,2027,-0.09,0.22,0.25,1.13,447.79,3/30/2020 18:59
6377.26,2499,0.22,0.19,0.22,1.36,485.86,3/30/2020 19:59
6482.59,2480,0.25,0.19,0.18,1.33,459.77,3/30/2020 20:59
6549.68,1851,-0.22,0.19,0.21,0.96,345.02,3/30/2020 21:59
6481.8,1668,0.41,0.2,0.21,1.14,330.02,3/30/2020 22:59
6402.27,1520,0.31,0.21,0.24,0.85,326.23,3/30/2020 23:59
6446.6,1192,-0.27,0.24,0.27,0.69,284,3/31/2020 0:59
6519.15,1328,-0.01,0.22,0.25,0.75,296.08,3/31/2020 1:59
6464.7,1284,-0.12,0.24,0.28,0.72,306.8,3/31/2020 2:59
6445.51,1135,0.21,0.25,0.3,0.87,283.99,3/31/2020 3:59
6395.74,1992,-0.15,0.36,0.39,1.17,712.22,3/31/2020 4:59
6420.84,2117,0.2,0.3,0.35,1.31,639.93,3/31/2020 5:59
6469.7,1836,0.49,0.31,0.35,1.15,563.03,3/31/2020 6:59
6451,1593,-0.04,0.24,0.26,0.93,389.65,3/31/2020 7:59
6500.43,1679,0.2,0.25,0.25,0.92,417.69,3/31/2020 8:59
6446.69,1756,0.26,0.26,0.26,0.97,462.73,3/31/2020 9:59
6437.7,1961,-0.01,0.27,0.26,1.11,519.67,3/31/2020 10:59
6400.93,1808,-0.4,0.25,0.28,1.01,460.93,3/31/2020 12:00
6454.18,2157,0.19,0.26,0.29,1.32,556.22,3/31/2020 12:59
6435.2,2330,0.71,0.27,0.3,1.4,622.66,3/31/2020 13:59
6469.01,2484,-0.29,0.21,0.26,1.61,527.36,3/31/2020 14:59
6466.28,2341,0.31,0.25,0.31,1.52,584.27,3/31/2020 15:59
6441.36,2514,0.39,0.24,0.31,1.32,608.91,3/31/2020 16:59
6466.38,2031,0.66,0.21,0.25,1.12,431.81,3/31/2020 17:59
6475.38,2288,0.13,0.19,0.22,1.4,423.94,3/31/2020 18:59
6469.45,2173,0.6,0.22,0.25,1.21,481.24,3/31/2020 19:59
6478.87,2325,0.35,0.2,0.2,1.41,458.76,3/31/2020 20:59
6460.14,2132,0.07,0.18,0.18,1.36,379.77,3/31/2020 21:59
6446.68,1922,0.07,0.14,0.15,1.01,268.94,3/31/2020 22:59
6421.42,1613,-0.44,0.19,0.21,0.96,305.88,3/31/2020 23:59
6318.08,1618,-0.01,0.21,0.24,1.02,340.09,4/1/2020 0:59
6292.4,1582,-0.18,0.27,0.28,0.86,419.55,4/1/2020 1:59
6322.29,1289,0.63,0.24,0.24,0.68,307.27,4/1/2020 2:59
6377.28,1592,0.12,0.25,0.25,0.99,402.63,4/1/2020 3:59
6347.48,1437,0.43,0.19,0.23,0.87,280.2,4/1/2020 4:59
6312,1632,0.5,0.23,0.25,0.88,378.14,4/1/2020 5:59
6308.97,1739,0.42,0.23,0.25,1.04,405.02,4/1/2020 7:00
6338.94,1948,0.21,0.26,0.27,1.17,501.96,4/1/2020 7:59
6318.35,2184,0.56,0.29,0.3,1.29,637.46,4/1/2020 8:59
6304.56,2012,0.46,0.26,0.3,1.18,529.21,4/1/2020 9:59
6298.05,1933,0.11,0.26,0.29,1.09,500.32,4/1/2020 10:59
6301.36,1882,0.1,0.22,0.25,1.1,420.64,4/1/2020 12:00
6229.43,2244,-0.2,0.23,0.25,1.21,507.39,4/1/2020 12:59
6214.15,2133,-0.12,0.18,0.19,1.12,392.12,4/1/2020 13:59
6261.08,2259,0.25,0.22,0.24,1.32,497.36,4/1/2020 14:59
6241.51,2827,0.4,0.26,0.3,1.3,748.88,4/1/2020 15:59
6198.99,2667,-0.35,0.25,0.31,1.54,660.62,4/1/2020 16:59
6207.19,1991,-0.26,0.23,0.26,1.12,466.63,4/1/2020 17:59
6201.66,2131,0.44,0.22,0.24,1.6,463.52,4/1/2020 18:59
6216.94,2939,0.46,0.19,0.16,1.9,569.98,4/1/2020 19:59
6352.68,2719,0.13,0.18,0.17,1.73,489.05,4/1/2020 20:59
6370.48,1868,-0.15,0.2,0.18,0.92,366.17,4/1/2020 21:59
6545.11,1732,0.65,0.18,0.18,1,313.64,4/1/2020 22:59
6657.35,1696,0.23,0.22,0.23,1.03,369.94,4/1/2020 23:59
6639.1,1479,0.6,0.23,0.26,0.88,345.73,4/2/2020 0:59
6635.58,1273,-0.1,0.23,0.26,0.88,298.75,4/2/2020 1:54
6627.01,1300,0.62,0.25,0.26,0.74,318.92,4/2/2020 3:00
6620.68,1451,0.34,0.28,0.35,0.84,408.27,4/2/2020 3:59
6612.34,1571,0.69,0.26,0.29,0.86,409.89,4/2/2020 4:59
6618.73,1419,0.21,0.27,0.32,0.73,381.5,4/2/2020 5:59
6650.25,1707,0.29,0.27,0.3,0.95,460.42,4/2/2020 6:59
6660.76,1792,0.29,0.27,0.3,1.03,478.81,4/2/2020 7:59
6664.88,2044,0.16,0.28,0.27,1.12,565.15,4/2/2020 8:59
6656.86,2181,0.27,0.28,0.28,1.3,604.25,4/2/2020 9:59
6660.68,2459,-0.14,0.25,0.26,1.28,608.08,4/2/2020 10:59
6693,2251,0.27,0.27,0.28,1.24,610.85,4/2/2020 11:59
6675,2566,0.36,0.26,0.28,1.52,678.24,4/2/2020 12:58
6652.16,2447,0.24,0.25,0.29,1.33,613.17,4/2/2020 13:59
6795,2680,0.36,0.25,0.27,1.62,662.17,4/2/2020 14:59
6815.36,2152,0.27,0.23,0.26,1.29,497.26,4/2/2020 15:59
6922.29,2570,-0.36,0.22,0.25,1.67,553.32,4/2/2020 17:00
7090.74,3444,0.65,0.2,0.24,2.32,704.22,4/2/2020 17:59
6801.06,2961,0.04,0.19,0.22,1.7,555.9,4/2/2020 18:59
6810,2151,0.46,0.2,0.22,1.28,429.96,4/2/2020 19:59
6759.86,1921,0.43,0.23,0.26,0.97,438.53,4/2/2020 20:59
6841.88,1799,-0.12,0.21,0.25,1.04,381.18,4/2/2020 21:59
6851.01,1696,0.37,0.25,0.27,0.95,420.07,4/2/2020 22:59
6806.99,1561,0.09,0.24,0.26,0.91,373.76,4/2/2020 23:59
6750.37,1559,0.41,0.25,0.27,0.91,395.68,4/3/2020 0:59
6810,1429,0.69,0.29,0.32,0.83,409.36,4/3/2020 1:59
6816.83,1417,0.09,0.28,0.32,0.81,403.7,4/3/2020 2:59
6787.99,1577,0.44,0.27,0.3,0.76,426.15,4/3/2020 3:59
6794.87,1433,0.41,0.24,0.27,0.82,350.31,4/3/2020 4:59
6784.99,1475,-0.05,0.26,0.27,1.16,376.27,4/3/2020 5:59
6810.45,1977,-0.04,0.27,0.28,1.17,525.12,4/3/2020 6:59
6940,2151,0.22,0.23,0.26,1.24,489.42,4/3/2020 7:59
6937,2229,0.2,0.25,0.27,1.3,555.49,4/3/2020 8:59
6966,2493,0.47,0.27,0.27,1.47,665.69,4/3/2020 9:59
7019.75,2505,0.27,0.29,0.32,1.35,717.87,4/3/2020 10:59
7015,3286,0.36,0.3,0.32,1.74,971.82,4/3/2020 11:59
6925,3019,-0.41,0.28,0.31,1.81,845.99,4/3/2020 12:59
