BTC_PRICE,COUNT,MEAN,MEDIAN,SUM,Timestamp,CHANGE
10219.03,1680,0.17,0.14,287.79,2/13/2020 20:47,0
10181,1635,0.17,0.15,285.62,2/13/2020 21:59,-1
10215.92,1658,0.2,0.2,331.28,2/13/2020 22:59,1
10247.34,1417,0.2,0.2,290.43,2/13/2020 23:59,1
10225,1377,0.18,0.18,241.29,2/14/2020 0:59,-1
10235.04,1415,0.2,0.2,281.56,2/14/2020 1:59,1
10265.45,1347,0.19,0.2,253.4,2/14/2020 2:59,1
10219.66,1401,0.15,0.16,206.03,2/14/2020 3:50,-1
10227.74,1178,0.25,0.25,292.57,2/14/2020 4:54,1
10153.19,2421,0.15,0.02,358.16,2/14/2020 5:59,-1
10186.56,1725,0.25,0.24,429.94,2/14/2020 6:55,1
10107.92,1644,0.25,0.25,411.32,2/14/2020 7:59,-1
10144.6,1823,0.24,0.24,443.06,2/14/2020 8:59,1
10200,1868,0.22,0.21,410.58,2/14/2020 9:59,1
10250.01,1958,0.25,0.24,487.45,2/14/2020 10:59,1
10256.25,1931,0.23,0.22,450.47,2/14/2020 11:59,1
10260.86,2511,0.29,0.3,728.81,2/14/2020 12:59,1
10247.22,2654,0.26,0.23,682.03,2/14/2020 13:59,-1
10231.3,2762,0.27,0.23,736.86,2/14/2020 14:59,-1
10259,2472,0.26,0.23,635,2/14/2020 15:59,1
10291.4,2554,0.26,0.25,657.48,2/14/2020 16:59,1
10293.09,2361,0.23,0.23,546.39,2/14/2020 17:59,1
10362,2208,0.21,0.2,471.38,2/14/2020 18:59,1
10363.85,2030,0.22,0.23,449.49,2/14/2020 19:59,1
10370.32,1860,0.21,0.2,389.55,2/14/2020 20:59,1
10347.35,2067,0.21,0.24,431.75,2/14/2020 21:59,-1
10373.39,1727,0.22,0.24,383.52,2/14/2020 22:59,1
10371.33,1792,0.18,0.21,328.51,2/14/2020 23:59,-1
10353.1,1442,0.21,0.24,302.49,2/15/2020 0:59,-1
10263.19,1498,0.23,0.24,338.96,2/15/2020 1:59,-1
10245.21,1335,0.23,0.25,303.18,2/15/2020 2:59,-1
10281.89,1598,0.25,0.26,396.39,2/15/2020 3:59,1
10282.17,1526,0.24,0.27,363.33,2/15/2020 4:59,1
10232.4,1209,0.24,0.25,288.48,2/15/2020 5:59,-1
10250.01,1355,0.25,0.25,333.51,2/15/2020 7:00,1
10235.83,1429,0.23,0.25,331.48,2/15/2020 7:59,-1
10257.47,1680,0.26,0.25,434.63,2/15/2020 8:59,1
10268.15,1701,0.25,0.25,425.58,2/15/2020 9:59,1
10245.12,1608,0.23,0.23,371.21,2/15/2020 10:59,-1
10233.26,1572,0.24,0.24,375.88,2/15/2020 11:59,-1
10241.69,1723,0.26,0.25,439.58,2/15/2020 12:59,1
10225.25,2317,0.3,0.26,695.84,2/15/2020 13:59,-1
10238.74,2160,0.21,0.2,463.09,2/15/2020 14:59,1
9976.77,2207,0.19,0.2,422.6,2/15/2020 15:59,-1
9891.92,2586,0.16,0.17,416.7,2/15/2020 16:59,-1
9842.99,2016,0.18,0.19,362.12,2/15/2020 17:59,-1
9910.22,2421,0.14,0.14,343.76,2/15/2020 18:59,1
9890.58,1988,0.19,0.2,370.95,2/15/2020 19:59,-1
9892.01,1674,0.23,0.23,378.61,2/15/2020 20:59,1
9924.41,1637,0.19,0.18,313.95,2/15/2020 21:59,1
9931.01,1481,0.19,0.2,274.86,2/15/2020 22:59,1
9911.22,1457,0.2,0.22,292.54,2/15/2020 23:59,-1
9931.05,1269,0.2,0.2,250.66,2/16/2020 0:59,1
9931.26,1217,0.21,0.2,257.05,2/16/2020 1:59,1
10039.41,1211,0.21,0.22,257.43,2/16/2020 2:59,1
10007.83,1333,0.22,0.23,298.8,2/16/2020 3:59,-1
10025,1290,0.23,0.23,293.59,2/16/2020 4:59,1
9955.13,1237,0.21,0.23,256.08,2/16/2020 5:59,-1
9975.58,1252,0.21,0.23,258.45,2/16/2020 6:59,1
9968.7,1381,0.19,0.2,258.04,2/16/2020 7:59,-1
9993.9,1838,0.21,0.23,384.14,2/16/2020 8:59,1
9974.54,1735,0.24,0.23,421.43,2/16/2020 9:59,-1
9943.86,1771,0.22,0.23,385.18,2/16/2020 10:59,-1
9924,1786,0.23,0.24,407.21,2/16/2020 11:59,-1
9923.8,1871,0.26,0.25,481.97,2/16/2020 13:00,-1
9945.97,2377,0.23,0.24,550.5,2/16/2020 13:59,1
9904.09,2012,0.21,0.19,430.23,2/16/2020 14:59,-1
9872.6,2194,0.21,0.2,450.49,2/16/2020 15:59,-1
9725,2395,0.19,0.2,455.7,2/16/2020 16:59,-1
9760.47,2242,0.2,0.2,452.47,2/16/2020 17:59,1
9809.1,2038,0.21,0.24,427.58,2/16/2020 18:59,1
9766.7,1770,0.19,0.21,334.64,2/16/2020 19:59,-1
9779.99,1582,0.2,0.2,323.16,2/16/2020 20:59,1
9768.01,1742,0.22,0.22,387.6,2/16/2020 21:59,-1
9874.28,1500,0.21,0.24,309.33,2/16/2020 22:59,1
9927.27,1435,0.22,0.23,311.08,2/16/2020 23:59,1
9869.62,1281,0.2,0.2,257.76,2/17/2020 0:59,-1
9866.42,1208,0.18,0.19,223.41,2/17/2020 1:59,-1
9848.01,1407,0.2,0.21,282.39,2/17/2020 2:59,-1
9826.45,1347,0.19,0.2,252.73,2/17/2020 3:59,-1
9745,1226,0.22,0.24,275.32,2/17/2020 4:59,-1
9775.54,1552,0.24,0.24,379.48,2/17/2020 5:59,1
9783.78,1279,0.22,0.22,276.98,2/17/2020 6:59,1
9760.35,1914,0.25,0.26,478.87,2/17/2020 7:59,-1
9813.33,1826,0.21,0.23,389.06,2/17/2020 8:59,1
9804.51,1635,0.23,0.24,376.57,2/17/2020 9:59,-1
9736.58,1547,0.19,0.2,298.74,2/17/2020 10:59,-1
9628.37,1712,0.19,0.18,318.8,2/17/2020 11:59,-1
9650.74,2004,0.25,0.25,504.79,2/17/2020 12:59,1
9541.73,2264,0.21,0.2,470.27,2/17/2020 13:59,-1
9603.63,2488,0.22,0.22,558.27,2/17/2020 14:59,1
9653.1,2710,0.22,0.21,608.32,2/17/2020 15:59,1
9695.03,2490,0.23,0.22,564.12,2/17/2020 16:59,1
9657.42,2160,0.2,0.21,433.15,2/17/2020 17:59,-1
9665,2262,0.23,0.24,509.75,2/17/2020 18:59,1
9687.97,2201,0.21,0.23,470.88,2/17/2020 19:59,1
9631.29,1969,0.21,0.2,406.32,2/17/2020 20:59,-1
9646.01,2056,0.2,0.23,421.07,2/17/2020 21:59,1
9632.01,1869,0.22,0.24,405.96,2/17/2020 23:00,-1
9699.2,1736,0.25,0.26,430.44,2/17/2020 23:59,1
9665.58,1587,0.22,0.23,351.61,2/18/2020 0:59,-1
9729.81,1748,0.26,0.25,458.21,2/18/2020 1:59,1
9714.43,1598,0.27,0.28,435.86,2/18/2020 2:59,-1
9733.52,1370,0.24,0.24,334.07,2/18/2020 3:59,1
9808.77,1413,0.24,0.25,345.81,2/18/2020 5:00,1
9800.88,1659,0.23,0.24,384.36,2/18/2020 5:59,-1
9788.02,1757,0.23,0.24,404.5,2/18/2020 6:59,-1
9807.5,1871,0.29,0.26,533.57,2/18/2020 7:59,1
9760.01,2144,0.27,0.27,577.44,2/18/2020 8:59,-1
9701.17,2145,0.26,0.25,554.23,2/18/2020 9:59,-1
9745.17,2063,0.26,0.24,528.66,2/18/2020 10:59,1
9731.92,2252,0.22,0.23,503.64,2/18/2020 11:59,-1
9674.55,2166,0.24,0.23,518.2,2/18/2020 12:59,-1
9650.01,2567,0.22,0.24,563.13,2/18/2020 13:59,-1
9716.46,2398,0.21,0.23,514.81,2/18/2020 14:59,1
9859.22,2707,0.24,0.25,643.45,2/18/2020 15:59,1
9940.7,3017,0.24,0.25,718.5,2/18/2020 16:59,1
9973.9,2559,0.21,0.23,542.97,2/18/2020 18:00,1
9993.45,2415,0.22,0.25,532.82,2/18/2020 18:59,1
10069.18,2402,0.21,0.22,497.32,2/18/2020 20:00,1
10179.99,2294,0.19,0.22,441.08,2/18/2020 20:59,1
10160,2111,0.17,0.18,348.98,2/18/2020 21:59,-1
10185.3,2126,0.2,0.23,431.15,2/18/2020 22:59,1
10185.1,1721,0.2,0.23,348.67,2/18/2020 23:59,-1
10130.01,1568,0.21,0.23,332.76,2/19/2020 0:59,-1
10140.39,1480,0.22,0.24,321.6,2/19/2020 1:59,1
10175,1683,0.22,0.25,367.18,2/19/2020 2:59,1
10170.11,1477,0.21,0.23,304,2/19/2020 3:59,-1
10131.32,1613,0.2,0.23,322.61,2/19/2020 4:59,-1
10136.48,1441,0.23,0.25,336.4,2/19/2020 5:59,1
10089.99,1591,0.23,0.26,370.36,2/19/2020 6:59,-1
10073.95,1605,0.24,0.25,388.51,2/19/2020 7:59,-1
10178.32,1965,0.24,0.26,470.48,2/19/2020 8:59,1
10136,2089,0.2,0.2,412.24,2/19/2020 9:59,-1
10149.76,2790,0.19,0.08,523.03,2/19/2020 10:59,1
10221.77,3451,0.18,0.08,605.56,2/19/2020 11:59,1
10122.52,3296,0.19,0.08,622.52,2/19/2020 12:59,-1
10134.66,3234,0.2,0.12,635.89,2/19/2020 13:59,1
10137.24,3095,0.19,0.15,594.54,2/19/2020 14:59,1
10138.5,3371,0.23,0.2,778.47,2/19/2020 15:59,1
10191.72,3719,0.26,0.23,950.14,2/19/2020 16:59,1
10179.45,3307,0.23,0.22,757,2/19/2020 17:59,-1
10212.03,2844,0.23,0.2,641.71,2/19/2020 18:59,1
10165.86,2589,0.19,0.15,491.14,2/19/2020 19:59,-1
10166.94,2603,0.19,0.18,507.52,2/19/2020 21:00,1
9617.29,3192,0.14,0.13,453.43,2/19/2020 21:59,-1
9700,3126,0.2,0.15,616.98,2/19/2020 22:59,1
9600.19,2646,0.21,0.16,558.16,2/19/2020 23:59,-1
9626.68,2390,0.2,0.14,482.06,2/20/2020 0:59,1
9603,1991,0.16,0.08,326.53,2/20/2020 1:59,-1
9572.66,1994,0.19,0.12,373.49,2/20/2020 2:59,-1
9566.42,2011,0.17,0.08,334.1,2/20/2020 3:59,-1
9574.45,1753,0.19,0.15,331.76,2/20/2020 4:59,1
9564.27,1914,0.19,0.11,370.28,2/20/2020 5:59,-1
9615,2593,0.29,0.25,751.21,2/20/2020 6:59,1
9593.47,2115,0.21,0.17,453.52,2/20/2020 8:00,-1
9582.25,2234,0.18,0.16,411.57,2/20/2020 8:59,-1
9603.01,2126,0.21,0.16,440.03,2/20/2020 9:59,1
9603.66,2536,0.26,0.21,647.41,2/20/2020 10:59,1
9571.18,2994,0.24,0.18,717.57,2/20/2020 11:59,-1
9565.13,2902,0.22,0.18,632.15,2/20/2020 12:59,-1
9597.04,2579,0.18,0.14,477.1,2/20/2020 13:59,1
9604.32,2678,0.2,0.17,527.02,2/20/2020 14:59,1
9578.61,2623,0.18,0.18,478.97,2/20/2020 15:59,-1
9646.96,2825,0.2,0.18,560.45,2/20/2020 16:59,1
9508.51,2419,0.18,0.18,441.42,2/20/2020 17:59,-1
9539.84,2305,0.18,0.17,423.28,2/20/2020 18:59,1
9555,2157,0.21,0.18,442.88,2/20/2020 19:59,1
9587.74,1989,0.18,0.15,356.77,2/20/2020 20:59,1
9609.45,1951,0.17,0.16,335.08,2/20/2020 21:59,1
9630,2284,0.2,0.18,447.5,2/20/2020 22:59,1
9610.05,1706,0.18,0.16,310.81,2/20/2020 23:59,-1
9605.98,1667,0.2,0.18,340,2/21/2020 0:59,-1
9655.3,1683,0.21,0.18,350.9,2/21/2020 1:59,1
9658.62,1550,0.22,0.19,336.95,2/21/2020 2:59,1
9715.08,1442,0.2,0.18,295.33,2/21/2020 3:59,1
9705.21,1367,0.21,0.18,282.23,2/21/2020 4:59,-1
9688.46,1451,0.21,0.18,299.15,2/21/2020 5:59,-1
9682.86,1606,0.2,0.19,327.79,2/21/2020 6:59,-1
9690.07,1897,0.25,0.25,466.12,2/21/2020 7:59,1
9651.69,1903,0.22,0.22,422.81,2/21/2020 8:59,-1
9676.65,1770,0.24,0.23,422.07,2/21/2020 9:59,1
9703.22,2071,0.24,0.2,488.93,2/21/2020 10:59,1
9708.43,1938,0.21,0.18,406.62,2/21/2020 11:59,1
9761.69,2057,0.23,0.22,472.05,2/21/2020 12:59,1
9745.51,2398,0.23,0.22,557.55,2/21/2020 13:59,-1
9689.12,2557,0.2,0.18,507.01,2/21/2020 14:59,-1
9735.68,4131,0.07,-0.08,308.38,2/21/2020 15:59,1
9739.94,2491,0.2,0.22,504.72,2/21/2020 16:59,1
9716.79,2365,0.21,0.2,507.92,2/21/2020 17:59,-1
9715.26,1786,0.21,0.21,368.81,2/21/2020 18:59,-1
9695.82,2249,0.18,0.19,396.45,2/21/2020 19:59,-1
9713.86,1947,0.17,0.18,326.99,2/21/2020 20:59,1
9674.14,1714,0.19,0.2,328.49,2/21/2020 21:59,-1
9676.98,1550,0.17,0.18,266.34,2/21/2020 22:59,1
9698.69,1691,0.18,0.19,306.94,2/21/2020 23:59,1
9704.23,1557,0.2,0.22,312.29,2/22/2020 0:59,1
9669.41,1744,0.21,0.23,372.82,2/22/2020 1:59,-1
9660.74,1530,0.23,0.24,352.7,2/22/2020 2:59,-1
9676.21,1234,0.22,0.23,266.2,2/22/2020 3:59,1
9633.23,1362,0.22,0.21,293.32,2/22/2020 4:59,-1
9629.24,1214,0.22,0.2,266.75,2/22/2020 5:59,-1
9615.45,1464,0.22,0.19,319.74,2/22/2020 6:59,-1
9609.69,1709,0.24,0.26,409.01,2/22/2020 7:59,-1
9648.41,2376,0.21,0.2,490.21,2/22/2020 8:59,1
9629.11,2030,0.23,0.24,457.28,2/22/2020 9:59,-1
9641.66,1895,0.24,0.25,458.7,2/22/2020 10:59,1
9655.33,2283,0.22,0.23,509.99,2/22/2020 11:59,1
9662.34,1900,0.25,0.25,481.24,2/22/2020 12:59,1
9668.04,1935,0.24,0.23,466.01,2/22/2020 13:59,1
9662.24,2137,0.2,0.2,423.49,2/22/2020 14:59,-1
9643.94,2842,0.23,0.23,640.63,2/22/2020 15:59,-1
9661.01,2222,0.21,0.21,461.51,2/22/2020 16:59,1
9668.77,2160,0.19,0.19,403.72,2/22/2020 17:59,1
9680.01,1825,0.23,0.24,412.83,2/22/2020 18:59,1
9690.34,1999,0.29,0.25,576.56,2/22/2020 19:59,1
9700.01,1681,0.21,0.22,358.42,2/22/2020 20:59,1
9695.84,1716,0.25,0.25,423.31,2/22/2020 21:59,-1
9683.41,1675,0.25,0.25,415.97,2/22/2020 22:59,-1
9668.62,1646,0.2,0.19,334.92,2/22/2020 23:59,-1
9694.22,1413,0.24,0.22,341.37,2/23/2020 0:59,1
9680.6,1459,0.26,0.26,379.45,2/23/2020 1:59,-1
9700.47,1450,0.24,0.23,350.43,2/23/2020 2:59,1
9808.12,1318,0.27,0.26,355.51,2/23/2020 3:59,1
9870.78,1534,0.26,0.26,398.82,2/23/2020 4:59,1
9900,1539,0.25,0.25,378.55,2/23/2020 5:59,1
9920.22,1571,0.28,0.27,434.81,2/23/2020 6:59,1
9911.62,1532,0.28,0.27,425.24,2/23/2020 7:59,-1
9908.76,2079,0.29,0.29,611.58,2/23/2020 8:59,-1
9914.73,2156,0.25,0.24,538.89,2/23/2020 9:59,1
9874.55,2094,0.29,0.26,603.49,2/23/2020 10:59,-1
9861.49,1928,0.28,0.26,537.22,2/23/2020 11:59,-1
9870.18,2014,0.26,0.29,530.68,2/23/2020 12:59,1
9892.52,2194,0.19,0.23,406.36,2/23/2020 13:59,1
9924.95,2434,0.23,0.23,565.74,2/23/2020 14:59,1
9893.05,2194,0.24,0.24,520.3,2/23/2020 15:59,-1
9900.31,2043,0.23,0.23,470.09,2/23/2020 16:59,1
9900.69,2118,0.23,0.24,493.73,2/23/2020 17:59,1
9905.04,2333,0.25,0.25,594.8,2/23/2020 18:59,1
9906.1,2026,0.22,0.21,444.34,2/23/2020 19:59,1
9884.02,1883,0.21,0.22,400.39,2/23/2020 20:59,-1
9885.01,1662,0.19,0.18,315.03,2/23/2020 21:59,1
9930.95,1627,0.22,0.24,355.56,2/23/2020 22:59,1
9988.01,1718,0.21,0.25,363.94,2/23/2020 23:59,1
9970.62,1510,0.2,0.2,298.07,2/24/2020 0:59,-1
9908.91,1621,0.2,0.2,318.15,2/24/2020 1:59,-1
9756.19,1723,0.21,0.2,359.51,2/24/2020 2:59,-1
9774.82,1857,0.3,0.3,548.8,2/24/2020 3:59,1
9771.01,1643,0.19,0.18,311.27,2/24/2020 4:59,-1
9771.48,1634,0.26,0.24,422.78,2/24/2020 5:59,1
9736.73,1599,0.22,0.23,352.88,2/24/2020 6:59,-1
9753.05,1828,0.21,0.22,383.77,2/24/2020 7:59,1
9765.94,1841,0.23,0.24,417.28,2/24/2020 8:59,1
9719.99,1789,0.24,0.24,432.48,2/24/2020 9:59,-1
9755.86,1891,0.23,0.24,439.99,2/24/2020 10:59,1
9829.11,2441,0.19,0.18,455.12,2/24/2020 11:59,1
9803,2321,0.23,0.23,544.32,2/24/2020 12:59,-1
9750.38,2451,0.22,0.24,538.54,2/24/2020 13:59,-1
9754,2825,0.22,0.23,619.64,2/24/2020 14:59,1
9710.19,3174,0.2,0.23,648.52,2/24/2020 15:59,-1
9655,3019,0.21,0.22,638.97,2/24/2020 16:59,-1
9601.03,3266,0.22,0.24,718.4,2/24/2020 17:59,-1
9580.44,2918,0.18,0.17,533.78,2/24/2020 18:59,-1
9594.33,2455,0.22,0.24,541.53,2/24/2020 19:59,1
9592.21,2251,0.23,0.24,516.25,2/24/2020 20:59,-1
9605.42,2159,0.19,0.2,399.48,2/24/2020 21:59,1
9640,1947,0.25,0.25,492.69,2/24/2020 22:59,1
9660,2078,0.23,0.25,486.93,2/24/2020 23:59,1
9616.34,1810,0.23,0.24,419.1,2/25/2020 0:59,-1
9588.41,1739,0.24,0.24,418.03,2/25/2020 1:59,-1
9610.29,1583,0.25,0.25,393.33,2/25/2020 2:59,1
9583.37,1684,0.26,0.26,431.13,2/25/2020 3:59,-1
9573,1512,0.25,0.25,373.98,2/25/2020 4:59,-1
9552.16,1817,0.22,0.23,402.95,2/25/2020 5:59,-1
9545,1610,0.22,0.2,361.7,2/25/2020 6:59,-1
9520.85,2233,0.28,0.25,633.21,2/25/2020 7:59,-1
9553.59,2281,0.26,0.27,603.97,2/25/2020 8:59,1
9570.09,2084,0.24,0.24,508.59,2/25/2020 9:59,1
9559.04,1979,0.25,0.25,504.43,2/25/2020 10:59,-1
9631.51,2123,0.23,0.25,489.21,2/25/2020 11:59,1
9619.42,2529,0.19,0.23,489.89,2/25/2020 12:59,-1
9575,2331,0.2,0.2,458.18,2/25/2020 13:59,-1
9396.15,2751,0.21,0.24,572.69,2/25/2020 14:59,-1
9380.26,2518,0.21,0.24,528.84,2/25/2020 15:59,-1
9307.13,3158,0.25,0.29,804.01,2/25/2020 16:59,-1
9332.74,2720,0.2,0.23,551.11,2/25/2020 17:59,1
9372.25,2548,0.21,0.23,540.04,2/25/2020 18:59,1
9342.84,2645,0.23,0.2,596.63,2/25/2020 19:59,-1
9316.74,2827,0.22,0.25,630.42,2/25/2020 20:59,-1
9379.25,2346,0.22,0.23,517,2/25/2020 21:59,1
9389.99,2256,0.24,0.26,548.91,2/25/2020 22:59,1
9304.99,2086,0.26,0.26,551.98,2/25/2020 23:59,-1
9304.69,1677,0.21,0.23,357.09,2/26/2020 0:59,-1
9193.96,1705,0.2,0.2,332.63,2/26/2020 1:59,-1
9194.99,1823,0.23,0.23,413.94,2/26/2020 2:59,1
9144.41,1964,0.23,0.25,445.37,2/26/2020 3:59,-1
9166.44,1782,0.24,0.26,423.79,2/26/2020 4:59,1
9188.85,1984,0.2,0.24,404.92,2/26/2020 5:59,1
9208,1642,0.21,0.23,340.34,2/26/2020 7:00,1
9129.8,1923,0.23,0.25,441.68,2/26/2020 7:59,-1
9177.37,2217,0.24,0.26,536.43,2/26/2020 8:59,1
9112.81,2041,0.22,0.22,445.66,2/26/2020 9:59,-1
9159.44,1885,0.27,0.26,504.12,2/26/2020 10:59,1
9142.8,1859,0.19,0.2,344.76,2/26/2020 11:59,-1
9269.9,2188,0.23,0.24,502.23,2/26/2020 12:59,1
9073.34,2134,0.21,0.25,447.3,2/26/2020 13:59,-1
9027.94,2828,0.21,0.21,585.25,2/26/2020 14:59,-1
8981.01,2649,0.2,0.23,542.71,2/26/2020 16:00,-1
8734.44,3357,0.19,0.22,645,2/26/2020 16:59,-1
8710.28,2796,0.2,0.21,554.36,2/26/2020 17:59,-1
8832.59,2556,0.19,0.18,486.21,2/26/2020 18:59,1
8823.75,1954,0.2,0.22,382.03,2/26/2020 19:59,-1
8795.22,2131,0.19,0.2,415.4,2/26/2020 20:59,-1
8745.63,1886,0.2,0.22,372.66,2/26/2020 21:59,-1
8781.62,1810,0.18,0.2,332.87,2/26/2020 22:59,1
8780.23,1485,0.19,0.19,277.1,2/26/2020 23:59,-1
8639.12,1479,0.19,0.2,286.46,2/27/2020 0:59,-1
8688.5,1575,0.2,0.21,313.42,2/27/2020 1:59,1
8690.99,1422,0.22,0.22,313.35,2/27/2020 2:59,1
8732.75,1460,0.23,0.24,334.42,2/27/2020 3:59,1
8713.55,1446,0.23,0.22,336.26,2/27/2020 4:59,-1
8758.73,1528,0.28,0.32,433.4,2/27/2020 5:59,1
8807.78,1686,0.23,0.26,391.17,2/27/2020 6:59,1
8813.21,1804,0.24,0.29,441.77,2/27/2020 7:59,1
8786.15,1747,0.22,0.22,385.71,2/27/2020 8:59,-1
8748.04,1864,0.25,0.3,470.78,2/27/2020 9:59,-1
8812.87,1692,0.23,0.25,390.72,2/27/2020 10:59,1
8808.88,1745,0.25,0.26,430.65,2/27/2020 11:59,-1
8774.92,2186,0.26,0.27,566.56,2/27/2020 12:59,-1
8830.79,2426,0.24,0.24,582.94,2/27/2020 13:59,1
8859.3,2277,0.22,0.24,504.92,2/27/2020 14:59,1
8849.19,2698,0.22,0.21,603.46,2/27/2020 15:59,-1
8940.81,2703,0.23,0.23,616.65,2/27/2020 16:59,1
8918.4,2258,0.2,0.21,449.08,2/27/2020 17:59,-1
8887.83,2339,0.24,0.25,552.59,2/27/2020 18:59,-1
8909.09,2302,0.25,0.25,582.83,2/27/2020 19:59,1
8888.28,2001,0.23,0.25,452.19,2/27/2020 20:59,-1
8755.46,2024,0.2,0.21,409.18,2/27/2020 21:59,-1
8792.65,1914,0.23,0.24,444.46,2/27/2020 22:59,1
8810.57,1697,0.23,0.24,396.56,2/27/2020 23:59,1
8856.92,1732,0.22,0.23,386.59,2/28/2020 0:59,1
8894.27,1602,0.26,0.26,417.3,2/28/2020 1:59,1
8874.08,1464,0.22,0.23,327.41,2/28/2020 2:59,-1
8847.01,1953,0.27,0.25,531.08,2/28/2020 3:59,-1
8837.36,1603,0.2,0.2,327.36,2/28/2020 4:59,-1
8789.99,1670,0.22,0.21,371.94,2/28/2020 5:59,-1
8782.93,1552,0.2,0.22,317.96,2/28/2020 6:59,-1
8729.21,1509,0.22,0.22,329.73,2/28/2020 7:59,-1
8711.24,1673,0.22,0.21,361.82,2/28/2020 8:59,-1
8603.12,1851,0.27,0.3,507.53,2/28/2020 10:00,-1
8582.67,1815,0.21,0.23,376.96,2/28/2020 10:59,-1
8573.66,1861,0.25,0.25,462.97,2/28/2020 11:59,-1
8511.65,2206,0.22,0.21,491.97,2/28/2020 12:59,-1
8660.01,2277,0.23,0.23,528.4,2/28/2020 13:59,1
8660,3206,0.24,0.25,757.18,2/28/2020 14:59,-1
8713.47,2532,0.22,0.23,552.88,2/28/2020 15:59,1
8636.44,2628,0.16,0.15,420.86,2/28/2020 16:59,-1
8561.99,8845,0.62,0.78,5485.07,2/28/2020 17:59,-1
8543.42,6972,0.57,0.78,4001.75,2/28/2020 18:59,-1
8565.47,5067,0.53,0.78,2708.3,2/28/2020 19:59,1
8614.28,8339,0.63,0.78,5258.81,2/28/2020 20:59,1
8674.61,9066,0.66,0.78,5981.34,2/28/2020 21:59,1
8793.95,4792,0.58,0.78,2801.65,2/28/2020 22:59,1
8708.89,2922,0.5,0.72,1474.9,2/28/2020 23:59,-1
8733.65,2266,0.44,0.56,991.19,2/29/2020 0:59,1
8696.93,1771,0.4,0.44,711.1,2/29/2020 1:59,-1
8727.37,1726,0.36,0.35,613.04,2/29/2020 2:59,1
8731.8,1744,0.36,0.39,623.75,2/29/2020 3:59,1
8760.68,1514,0.37,0.39,558.05,2/29/2020 4:59,1
8778.74,1451,0.31,0.32,454.51,2/29/2020 5:59,1
8732.94,1438,0.29,0.29,417.42,2/29/2020 6:59,-1
8768.37,1568,0.27,0.26,428.3,2/29/2020 8:00,1
8760.37,1743,0.25,0.26,440.21,2/29/2020 8:59,-1
8702.32,1676,0.3,0.29,507.09,2/29/2020 9:59,-1
8648.19,1684,0.27,0.25,456.76,2/29/2020 10:59,-1
8708.54,1498,0.28,0.28,423.48,2/29/2020 11:59,1
8672.43,1900,0.28,0.25,532.14,2/29/2020 12:59,-1
8646.68,1752,0.26,0.25,458.63,2/29/2020 14:00,-1
8631.72,2010,0.27,0.26,543.51,2/29/2020 14:59,-1
8664.17,2458,0.25,0.27,619.98,2/29/2020 15:59,1
8613.3,2355,0.25,0.25,591.21,2/29/2020 16:59,-1
8663.98,1828,0.22,0.23,398.8,2/29/2020 17:59,1
8671.43,1819,0.21,0.24,390.13,2/29/2020 18:59,1
8675,1624,0.23,0.24,378.36,2/29/2020 19:59,1
8658.04,1457,0.21,0.21,307.32,2/29/2020 20:59,-1
8634.26,1372,0.25,0.28,345.1,2/29/2020 21:59,-1
8636.8,1308,0.24,0.26,310.62,2/29/2020 22:59,1
8523.43,1576,0.23,0.26,367.75,2/29/2020 23:59,-1
8539.9,1404,0.23,0.25,321.74,3/1/2020 0:59,1
8640.16,1409,0.26,0.29,368.9,3/1/2020 1:59,1
8628.09,1346,0.23,0.26,313.55,3/1/2020 3:00,-1
8611.72,1288,0.23,0.23,290.41,3/1/2020 3:59,-1
8577.82,1337,0.26,0.25,345.08,3/1/2020 4:59,-1
8588.48,1160,0.21,0.24,247.02,3/1/2020 5:59,1
8549.99,1344,0.25,0.31,330.08,3/1/2020 6:59,-1
8550.88,1371,0.25,0.33,349.22,3/1/2020 7:59,1
8529.33,1889,0.24,0.3,454.35,3/1/2020 8:59,-1
8537.79,1664,0.25,0.32,408.17,3/1/2020 9:59,1
8569.73,1782,0.28,0.33,502.37,3/1/2020 10:59,1
8647.93,1682,0.28,0.33,476.84,3/1/2020 12:00,1
8566.54,2059,0.28,0.33,578.71,3/1/2020 12:59,-1
8611.86,2090,0.24,0.32,509.38,3/1/2020 13:59,1
8563.54,2268,0.25,0.32,571.47,3/1/2020 14:59,-1
8551.91,2371,0.25,0.32,585.6,3/1/2020 15:59,-1
8519.51,2241,0.25,0.32,565.17,3/1/2020 16:59,-1
8495.53,2238,0.18,0.23,412.84,3/1/2020 17:59,-1
8442.01,2127,0.18,0.21,393.48,3/1/2020 18:59,-1
8530.01,1876,0.22,0.25,410.79,3/1/2020 19:59,1
8480.78,1488,0.21,0.23,306.5,3/1/2020 20:59,-1
8511.09,1488,0.17,0.2,252.52,3/1/2020 21:59,1
8547.58,1439,0.13,0.15,189.25,3/1/2020 22:59,1
8533.26,1287,0.16,0.18,209.49,3/1/2020 23:59,-1
8549.84,1412,0.19,0.2,264.71,3/2/2020 0:59,1
8553,1561,0.21,0.26,328.1,3/2/2020 1:59,1
8621.86,1345,0.2,0.26,266.96,3/2/2020 2:59,1
8602.9,1370,0.2,0.26,269.25,3/2/2020 3:59,-1
8643.88,1244,0.23,0.26,285.17,3/2/2020 4:59,1
8656.23,1343,0.22,0.26,296.5,3/2/2020 5:59,1
